stop_id,stop_name,stop_lat,stop_lon,stop_desc
866,103-B,-27.520145282240275,-58.79124752892634,103-B
867,103-B,-27.519111793640324,-58.79135104542669,103-B
868,103-B,-27.517874540840403,-58.79148641312716,103-B
869,103-B,-27.517618557540203,-58.78938523762222,103-B
870,103-B,-27.51871164154015,-58.789300664221855,103-B
871,103-B 103-C-ESPERANZA-MONTAÑA,-27.523489493940367,-58.79341550813108,103-B 103-C-ESPERANZA-MONTAÑA
872,103-B,-27.51974337004011,-58.7891957228215,103-B
873,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-27.468457382379512,-58.802719194433294,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA
874,104-A 104-C 104-D 108-A-B,-27.461743791357573,-58.8364598967678,104-A 104-C 104-D 108-A-B
875,106-C 110-B 102-A,-27.48940658024128,-58.78949361562592,106-C 110-B 102-A
876,106-C 110-B 102-A,-27.489683266841077,-58.787619925021446,106-C 110-B 102-A
877,106-C 106-A 102-A,-27.48947066541789,-58.787777187172814,106-C 106-A 102-A
878,106-C 106-A 110-B 102-A,-27.489763801347515,-58.7860971223231,106-C 106-A 110-B 102-A
879,106-B,-27.487804702387056,-58.7965148708729,106-B
880,104-B,-27.468460824857036,-58.83937649393412,104-B
881,108-A-B,-27.465961189072974,-58.82323379751308,108-A-B
882,108-A-B 102-B 110-B,-27.484890319302284,-58.8160488444958,108-A-B 102-B 110-B
883,108-A-B 108-C,-27.508910234780743,-58.79279672842783,108-A-B 108-C
884,102-A 102-B 102-C,-27.467175562775907,-58.838002331247054,102-A 102-B 102-C
885,102-A,-27.484523666823048,-58.78331166728707,102-A
886,102-A 102-C,-27.48373352946037,-58.78745084067118,102-A 102-C
887,102-B 108-A-B,-27.49133476530937,-58.79990424085656,102-B 108-A-B
888,104-C 103-A,-27.500166292257425,-58.83106946489749,104-C 103-A
889,104-C 104-D,-27.477223453261782,-58.83661294735609,104-C 104-D
890,104-C,-27.459679852133608,-58.82176250674104,104-C
891,104-C 104-D,-27.46157469450484,-58.81904149481929,104-C 104-D
892,104-C 104-D,-27.461296063351607,-58.8290296529544,104-C 104-D
893,104-D 103-A 110-B,-27.493731095872253,-58.83210991083767,104-D 103-A 110-B
894,104-D 103-A,-27.489289115810035,-58.832913901446936,104-D 103-A
895,105-C-PERICHON 109-A 109-B-YECOHA,-27.450031771849392,-58.75344585276813,105-C-PERICHON 109-A 109-B-YECOHA
896,105-C-PERICHON 109-A 109-B-YECOHA,-27.45048412313914,-58.75332897234489,105-C-PERICHON 109-A 109-B-YECOHA
897,105-C-PERICHON 109-A 109-B-YECOHA,-27.451765104653443,-58.75549799822442,105-C-PERICHON 109-A 109-B-YECOHA
898,105-C-PERICHON 109-A 109-B-YECOHA,-27.45377368493947,-58.757736428454926,105-C-PERICHON 109-A 109-B-YECOHA
899,105-C-PERICHON 109-A 109-B-YECOHA,-27.45904015851245,-58.76509643756056,105-C-PERICHON 109-A 109-B-YECOHA
900,105-C-PERICHON 105-C-250VIV,-27.459601454540245,-58.767807033678096,105-C-PERICHON 105-C-250VIV
901,106-A,-27.50596544025397,-58.78270779537328,106-A
902,106-A,-27.502142918987317,-58.779511216744325,106-A
903,106-A,-27.501857395324535,-58.779485926661856,106-A
904,106-A 110-B,-27.490445831535236,-58.781353582490375,106-A 110-B
905,106-A 110-B 102-A,-27.490118057433307,-58.783745922092734,106-A 110-B 102-A
906,106-A 106-C 110-B 102-A,-27.489223734989693,-58.78938373325726,106-A 106-C 110-B 102-A
907,106-A,-27.484286850416822,-58.798764680272846,106-A
908,102-A 106-A,-27.483983524024023,-58.78991378586592,102-A 106-A
909,106-B,-27.500484503039917,-58.79219672546978,106-B
910,106-B,-27.500325419504293,-58.792244129663736,106-B
911,106-B,-27.493989205501165,-58.796099663766086,106-B
912,106-B,-27.496799232064888,-58.790448373953055,106-B
913,106-C,-27.515992559573437,-58.77721381450814,106-C
914,106-C,-27.519504437516694,-58.77910093814188,106-C
915,106-C,-27.518032169087764,-58.78128674166761,106-C
916,106-C,-27.516447942021465,-58.78445000027167,106-C
917,106-C,-27.51352208845405,-58.78282272448802,106-C
918,106-C,-27.505328595744043,-58.785748210683856,106-C
919,104-A 104-C 104-D 108-A-B,-27.46123043755495,-58.83467175150043,104-A 104-C 104-D 108-A-B
920,104-A 104-D 104-C 108-A-B,-27.461269235368608,-58.832213762043054,104-A 104-D 104-C 108-A-B
921,108-C,-27.51058994541731,-58.80018547838496,108-C
922,108-C,-27.510714135809376,-58.79924024800312,108-C
923,108-C,-27.50981242471024,-58.79817295598396,108-C
924,108-C,-27.504470853374634,-58.80129844584709,108-C
925,108-C,-27.504384070603912,-58.80225463287652,108-C
926,108-C,-27.490258676990347,-58.81674964614523,108-C
927,108-C,-27.487097929170496,-58.816189826641214,108-C
928,108-C,-27.48749432631558,-58.816512833957844,108-C
929,108-C,-27.4911211415572,-58.8172084796051,108-C
930,109-A 109-B-YECOHA 103-A,-27.508071346734788,-58.81318669777059,109-A 109-B-YECOHA 103-A
931,105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-27.461222440776897,-58.76850514864607,105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA
932,101-B 101-C 110-A,-27.47312054617818,-58.804422144292936,101-B 101-C 110-A
933,101-B 101-C 110-A,-27.4739393502312,-58.801553511599685,101-B 101-C 110-A
934,101-B 101-C 110-A,-27.474832927102685,-58.79852451533632,101-B 101-C 110-A
935,101-B 101-C 110-A,-27.475364424108317,-58.795938068490926,101-B 101-C 110-A
936,101-B 101-C 110-A,-27.47579115348779,-58.79358061501984,101-B 101-C 110-A
937,101-B 101-C 110-A,-27.476211426147728,-58.79106939856954,101-B 101-C 110-A
938,101-B 101-C 110-A,-27.476102176480342,-58.78843862520086,101-B 101-C 110-A
939,101-B 101-C 110-A,-27.47457032787525,-58.7881591488454,101-B 101-C 110-A
940,101-B 101-C 110-A,-27.47318148024254,-58.787963565549035,101-B 101-C 110-A
941,101-B 101-C,-27.47221625894036,-58.787985521200014,101-B 101-C
942,101-B 101-C,-27.471029445904392,-58.78765101286808,101-B 101-C
943,101-B 101-C,-27.47707060180717,-58.78645119092052,101-B 101-C
944,101-B 101-C,-27.478343247160275,-58.78264873567354,101-B 101-C
945,101-B 101-C,-27.483164006337557,-58.782510273090764,101-B 101-C
946,101-B 101-C,-27.490343264818968,-58.77957110313926,101-B 101-C
947,101-B 101-C,-27.49421705930877,-58.77762816115768,101-B 101-C
948,101-B 101-C,-27.49363431980706,-58.77491960489724,101-B 101-C
949,101-B 101-C,-27.49415149339497,-58.773064941272,101-B 101-C
950,101-B 101-C,-27.49537782435347,-58.77326786277277,101-B 101-C
951,101-B 101-C,-27.496330015925764,-58.7723456394598,101-B 101-C
952,101-B 101-C,-27.494255780849294,-58.771063853919614,101-B 101-C
953,101-B 101-C,-27.492823859846716,-58.77174639083046,101-B 101-C
954,101-B 101-C,-27.490595141988617,-58.77138368753292,101-B 101-C
955,101-B 101-C,-27.48832084857513,-58.77103859556964,101-B 101-C
956,101-B 101-C,-27.48627025102369,-58.77070812387608,101-B 101-C
957,101-B 101-C,-27.485028724787863,-58.77051110949579,101-B 101-C
958,101-B 101-C,-27.48221020321342,-58.77067914320915,101-B 101-C
959,101-B 101-C,-27.4809544913162,-58.77060193159532,101-B 101-C
960,101-B 101-C,-27.480476460034662,-58.77170677940766,101-B 101-C
961,101-B 101-C,-27.480121336203336,-58.774075008073446,101-B 101-C
962,101-B 101-C,-27.479831690516058,-58.77580442715367,101-B 101-C
963,101-B 101-C,-27.4795645464317,-58.7777842599894,101-B 101-C
964,101-B 101-C,-27.479273705219114,-58.77938264308403,101-B 101-C
965,101-B 101-C,-27.477242544745334,-58.78650342769166,101-B 101-C
966,101-B 101-C,-27.47689043553307,-58.788079639829846,101-B 101-C
967,101-B 101-C 110-A,-27.476294784732456,-58.79145302986314,101-B 101-C 110-A
968,101-B 101-C 110-A,-27.4760448239304,-58.793096463781374,101-B 101-C 110-A
969,101-B 101-C,-27.475554518667867,-58.79573945955581,101-B 101-C
970,101-B 101-C 110-A,-27.474776611229437,-58.79921159536315,101-B 101-C 110-A
971,101-B 101-C,-27.474371831495787,-58.80058891749727,101-B 101-C
972,101-B 101-C 110-A,-27.47347820870587,-58.803617886145,101-B 101-C 110-A
973,101-B 101-C 110-A,-27.4709367188531,-58.787797291764925,101-B 101-C 110-A
974,101-B 101-C 110-A,-27.473783350303368,-58.788227575912266,101-B 101-C 110-A
975,101-B 101-C 110-A,-27.47609342801038,-58.78860108239327,101-B 101-C 110-A
976,110-B,-27.48751098952772,-58.82219438697925,110-B
977,110-B,-27.485160683286587,-58.82409824055012,110-B
978,110-B,-27.487963313453008,-58.80788328191916,110-B
979,110-B,-27.49125066551109,-58.7995674512139,110-B
980,110-B,-27.488117248869468,-58.799544585791466,110-B
981,110-B,-27.48778107111328,-58.79848230037512,110-B
982,102-A 110-B,-27.49028771443611,-58.78369518320554,102-A 110-B
983,102-A 110-B,-27.49064760640634,-58.78136886687006,102-A 110-B
984,110-B,-27.488005235147646,-58.79523587749282,110-B
985,110-B,-27.488038078771822,-58.79778807493504,110-B
986,110-B,-27.489180377150944,-58.79973132114984,110-B
987,110-B,-27.491193099849227,-58.79972654898397,110-B
988,110-B,-27.486191363065327,-58.82075237975963,110-B
989,110-B,-27.491076374627102,-58.8199453198116,110-B
990,110-B,-27.49431666672356,-58.81797562876876,110-B
991,110-B,-27.496082144565555,-58.81675450042927,110-B
992,110-B,-27.49910785857902,-58.81734038759596,110-B
993,110-B,-27.499749720196142,-58.81872957244813,110-B
994,110-B,-27.499877571543244,-58.8239249277692,110-B
995,110-B,-27.49935939467889,-58.8254404420955,110-B
996,110-B,-27.493254903583,-58.83836310508233,110-B
997,110-B,-27.49318218302224,-58.840610239760125,110-B
998,110-B,-27.48640157300688,-58.823002707515066,110-B
999,VUELTA-ORIGINAL,-27.48456137642922,-58.823206013016886,VUELTA-ORIGINAL
1000,VUELTA-ORIGINAL,-27.48472944927704,-58.82085120891247,VUELTA-ORIGINAL
1001,VUELTA-ORIGINAL,-27.484935612486883,-58.818199728239854,VUELTA-ORIGINAL
1002,VUELTA-ORIGINAL,-27.48510607170523,-58.81613545241551,VUELTA-ORIGINAL
1003,110-B,-27.48259651974268,-58.823990332680395,110-B
1004,110-B,-27.48248630817823,-58.82057314512851,110-B
1005,110-A,-27.48293400237725,-58.84933262586798,110-A
1006,110-A 104-A,-27.48369090970707,-58.84808131094353,110-A 104-A
1007,110-A,-27.48432080692764,-58.84560778833638,110-A
1008,110-A,-27.482985602742783,-58.84543939653598,110-A
1009,110-A,-27.480821246256856,-58.845160014195535,110-A
1010,110-A,-27.478354112476428,-58.844826828782274,110-A
1011,110-A,-27.476243101803256,-58.84454691004349,110-A
1012,110-A,-27.47275173475184,-58.8409424975773,110-A
1013,110-A,-27.48673486929584,-58.84879542107564,110-A
1014,110-A,-27.48611202510037,-58.84721230134825,110-A
1015,110-A,-27.485604010242373,-58.84599833675991,110-A
1016,110-A,-27.485495565732336,-58.84456371095887,110-A
1017,110-A,-27.484850774746736,-58.84340247158612,110-A
1018,110-A,-27.485167626254228,-58.840567541062086,110-A
1019,110-A,-27.485025982952813,-58.840643090950536,110-A
1020,110-A,-27.485161928290346,-58.839274285911046,110-A
1021,110-A 104-D,-27.485657091569397,-58.83650583305774,110-A 104-D
1022,110-A 104-D,-27.485833975247093,-58.83517646763006,110-A 104-D
1023,110-A,-27.48583352369196,-58.834515568087184,110-A
1024,104-D 110-A,-27.485909364268444,-58.8326517023972,104-D 110-A
1025,110-A,-27.48491189828493,-58.83125496286664,110-A
1026,110-A,-27.48726182415899,-58.83093957866664,110-A
1027,110-A 103-A,-27.486924344113863,-58.83068675527436,110-A 103-A
1028,110-A,-27.487907312680697,-58.83096124909556,110-A
1029,105-A,-27.44331890632281,-58.77987321656101,105-A
1030,105-A 105-C-250VIV 105-C-PERICHON,-27.46318631074097,-58.77632757359788,105-A 105-C-250VIV 105-C-PERICHON
1031,105-A 105-C-250VIV 105-C-PERICHON,-27.463691796505,-58.7781836250594,105-A 105-C-250VIV 105-C-PERICHON
1032,105-A 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-27.46427417566629,-58.78049519728148,105-A 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA
1033,105-A 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA 110-A,-27.46482520114434,-58.782679420770265,105-A 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA 110-A
1034,105-A 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-27.46510649744431,-58.78379412192932,105-A 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA
1035,105-A 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-27.46610604953235,-58.787866779494685,105-A 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA
1036,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-27.466911139721923,-58.79112792296459,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA
1037,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-27.46732752499895,-58.79276322495404,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA
1038,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-27.468238006440576,-58.79643090890566,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA
1039,105-A,-27.443857893442225,-58.78163248011284,105-A
1040,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-27.46853292651152,-58.7975569841549,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA
1041,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-27.46890555734807,-58.799066698032405,105-A 105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA
1042,105-A,-27.46852684034359,-58.80532703076607,105-A
1043,105-A,-27.47141507654356,-58.80611970736759,105-A
1044,105-A,-27.471846157844453,-58.81553861958989,105-A
1045,105-A,-27.47168899714459,-58.81682666669299,105-A
1046,110-A,-27.489010160033352,-58.8309894843834,110-A
1047,110-A 104-D 103-A,-27.488667503601267,-58.83072531654919,110-A 104-D 103-A
1048,110-A,-27.48976546157676,-58.830776391625605,110-A
1049,110-A,-27.490830199569235,-58.83110700569909,110-A
1050,110-A 110-B,-27.482802564266773,-58.81793989194862,110-A 110-B
1051,110-A 110-B,-27.48307908512323,-58.815800456649285,110-A 110-B
1052,110-A,-27.48292671323773,-58.815807783726726,110-A
1053,110-A,-27.48090343001557,-58.81509448836582,110-A
1054,110-A,-27.4715649820895,-58.81040918084822,110-A
1055,110-A,-27.471820135258728,-58.81053746468739,110-A
1056,105-A 101-B 101-C 110-A,-27.47208668006032,-58.80843251517812,105-A 101-B 101-C 110-A
1057,110-A,-27.475755051166768,-58.794538205802645,110-A
1058,110-A,-27.476571643299867,-58.78968408397336,110-A
1059,110-A,-27.47214424165309,-58.78780413624023,110-A
1060,110-A,-27.47066608541352,-58.78756396504388,110-A
1061,110-A,-27.46873279009465,-58.7872803614589,110-A
1062,110-A,-27.4673436430792,-58.787050621170565,110-A
1063,110-A,-27.466757524167807,-58.7871367880385,110-A
1064,110-A,-27.4659647404957,-58.78653880341966,110-A
1065,110-A,-27.46537185413112,-58.78410156773696,110-A
1066,110-A,-27.465214677801416,-58.78414031877323,110-A
1067,110-A,-27.464779773031644,-58.781761187603855,110-A
1068,110-A,-27.464583595796288,-58.78169783722085,110-A
1069,110-A,-27.463888293271797,-58.77831051398324,110-A
1070,110-A,-27.463440238468216,-58.77646987579212,110-A
1071,110-A,-27.46326254190538,-58.776486078513535,110-A
1072,110-A,-27.460731053583295,-58.775494429777886,110-A
1073,110-A,-27.459367696421506,-58.77588827932638,110-A
1074,110-A,-27.458517105109028,-58.77623373695528,110-A
1075,105-A 110-A,-27.45465319111651,-58.77771173435004,105-A 110-A
1076,105-A 110-A,-27.45326499629611,-58.77817130651562,105-A 110-A
1077,110-A,-27.451586479218182,-58.778551478545005,110-A
1078,110-A,-27.446003500070304,-58.78071598533053,110-A
1079,110-A 104-A,-27.477575926964303,-58.843340309155614,110-A 104-A
1080,110-A 104-A,-27.479936415443408,-58.84368027051933,110-A 104-A
1081,110-A 104-A,-27.48229652426056,-58.843974670177445,110-A 104-A
1082,110-A 104-A 104-C 104-D 108-A-B,-27.469399857808806,-58.839304425602,110-A 104-A 104-C 104-D 108-A-B
1083,104-A,-27.47307755449329,-58.83881633549021,104-A
1084,104-D,-27.46157812348788,-58.82033995057923,104-D
1085,104-D,-27.46154439982336,-58.82153661895979,104-D
1086,104-D,-27.46143131909132,-58.82365866942103,104-D
1087,110 C- SANTA CATALINA,-27.525115551959765,-58.80781400715746,110 C- SANTA CATALINA
1088,110 C- SANTA CATALINA,-27.527529642452613,-58.80623552853695,110 C- SANTA CATALINA
1089,110 C- SANTA CATALINA,-27.52640147519601,-58.803002908275694,110 C- SANTA CATALINA
1090,103-D,-27.572566710535583,-58.763943143954805,103-D
1091,105-A,-27.471515240244745,-58.818427023496795,105-A
1092,105-A 105-B,-27.471355313544944,-58.82025972660115,105-A 105-B
1093,105-A 105-B,-27.47113947954516,-58.82261286210678,105-A 105-B
1094,105-A 105-B,-27.470894560345364,-58.82461286801156,105-A 105-B
1095,105-A 105-B,-27.470659447945597,-58.827020821217296,105-A 105-B
1096,104-A 105-A 105-B 104-C 104-D 108-C 108-A-B,-27.467766141844137,-58.83805120488234,104-A 105-A 105-B 104-C 104-D 108-C 108-A-B
1097,105-A 105-B 102-C 102-A 102-B 103-D 104-A 104-C 104-D 108-A-B,-27.463897515246856,-58.837682099143386,105-A 105-B 102-C 102-A 102-B 103-D 104-A 104-C 104-D 108-A-B
1098,105-A 105-B 105-C-PERICHON 105-C-250VIV 108-C 104-A 104-B 104-C 104-D 110-A,-27.46527539439506,-58.83911492358849,105-A 105-B 105-C-PERICHON 105-C-250VIV 108-C 104-A 104-B 104-C 104-D 110-A
1099,109-A 109-B-YECOHA 103-A,-27.508508313068376,-58.81757756506581,109-A 109-B-YECOHA 103-A
1100,110 C- SANTA CATALINA,-27.52360824493848,-58.80270232738274,110 C- SANTA CATALINA
1101,110 C- SANTA CATALINA,-27.523481600537952,-58.806444672775264,110 C- SANTA CATALINA
1102,105-A 105-B 105-C-250VIV 105-C-PERICHON 104-B 103-A 103-D 103-B 103-C-ESPERANZA-PUERTO,-27.468757007346543,-58.83617838563925,105-A 105-B 105-C-250VIV 105-C-PERICHON 104-B 103-A 103-D 103-B 103-C-ESPERANZA-PUERTO
1103,105-A 105-B 105-C-250VIV 105-C-PERICHON 104-B 103-A 103-B 103-C-ESPERANZA-PUERTO 103-D,-27.469118267446177,-58.83260459363072,105-A 105-B 105-C-250VIV 105-C-PERICHON 104-B 103-A 103-B 103-C-ESPERANZA-PUERTO 103-D
1104,105-A 110-A,-27.452769700541573,-58.77850519200434,105-A 110-A
1105,109-A 109-B-YECOHA 103-A,-27.508819815348385,-58.82006835237104,109-A 109-B-YECOHA 103-A
1106,109-A 109-B-YECOHA 103-A,-27.509034487325945,-58.82210801735603,109-A 109-B-YECOHA 103-A
1107,109-A 109-B-YECOHA 103-A,-27.509219600992736,-58.82394196093384,109-A 109-B-YECOHA 103-A
1108,109-A 109-B-YECOHA 104-C,-27.50979162014437,-58.82975499801916,109-A 109-B-YECOHA 104-C
1109,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO 110-B,-27.49808637624342,-58.81508465578566,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO 110-B
1110,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO 110-B,-27.494008161243848,-58.81790005319285,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO 110-B
1111,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO,-27.491994325144063,-58.819231099396255,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO
1112,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO,-27.489753339544247,-58.82039693839929,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO
1113,109-A 109-B-YECOHA 103-C-ESPERANZA-PUERTO 103-B 103-D 110-B,-27.486369843247807,-58.8231080931923,109-A 109-B-YECOHA 103-C-ESPERANZA-PUERTO 103-B 103-D 110-B
1114,109-A 109-B-YECOHA,-27.50960012786873,-58.826682083084336,109-A 109-B-YECOHA
1115,109-A 109-B-YECOHA 103-D 103-B 103-C-ESPERANZA-PUERTO,-27.484855039144797,-58.824268204209055,109-A 109-B-YECOHA 103-D 103-B 103-C-ESPERANZA-PUERTO
1116,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO,-27.482156653045102,-58.826366865114366,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO
1117,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO,-27.479529596945383,-58.82841188181957,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO
1118,109-A 109-B-YECOHA 103-D 103-C-ESPERANZA-PUERTO 103-B,-27.4778234605456,-58.82979891912305,109-A 109-B-YECOHA 103-D 103-C-ESPERANZA-PUERTO 103-B
1119,109-A 109-B-YECOHA 102-C 102-A 106-C 102-A 106-A,-27.47622352294576,-58.83112443332636,109-A 109-B-YECOHA 102-C 102-A 106-C 102-A 106-A
1120,109-A 109-B-YECOHA 106-A 106-C,-27.474781926526678,-58.83378379933839,109-A 109-B-YECOHA 106-A 106-C
1121,109-A 109-B-YECOHA 106-A 106-C,-27.47221504534616,-58.83349223713246,109-A 109-B-YECOHA 106-A 106-C
1122,109-A 109-B-YECOHA 103-A,-27.5093194807366,-58.823937319006205,109-A 109-B-YECOHA 103-A
1123,109-A 109-B-YECOHA 103-A,-27.509118661865383,-58.822106964648,109-A 109-B-YECOHA 103-A
1124,109-A 109-B-YECOHA 110-A 105-A 105-C-250VIV 105-C-PERICHON,-27.465621182991,-58.785957709389095,109-A 109-B-YECOHA 110-A 105-A 105-C-250VIV 105-C-PERICHON
1125,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO,-27.507465306742613,-58.81049212717363,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO
1126,102-C,-27.493856951733875,-58.71804476415558,102-C
1127,102-C,-27.491470288637167,-58.74911455142971,102-C
1128,102-C,-27.49079319843759,-58.75305312393916,102-C
1129,102-C,-27.490120802137987,-58.75683453574824,102-C
1130,102-C,-27.48806371553873,-58.76328591896383,102-C
1131,102-C,-27.48711127983908,-58.76622335697091,102-C
1132,102-C,-27.48594619533949,-58.77014944038039,102-C
1133,102-C,-27.485186375739968,-58.77487700139172,102-C
1134,102-C,-27.484501741940463,-58.77937406010248,102-C
1135,102-C 102-A,-27.48392925794105,-58.78518188081636,102-C 102-A
1136,102-C,-27.492857493533933,-58.71795843055552,102-C
1137,102-C 102-A,-27.48308000354179,-58.792401633133615,102-C 102-A
1138,102-C 102-A 106-B 106-A,-27.481278732542453,-58.798573312248486,102-C 102-A 106-B 106-A
1139,102-C,-27.491916122034027,-58.71852731025697,102-C
1140,103-D,-27.56647273163373,-58.743343275806474,103-D
1141,108-C,-27.46700175304603,-58.83015204872514,108-C
1142,108-C,-27.46721113294575,-58.827396917218586,108-C
1143,108-C,-27.46741783074548,-58.824503065111706,108-C
1144,108-C 102-A,-27.472873108544764,-58.81907854879817,108-C 102-A
1145,108-A-B 110-A,-27.47808522744411,-58.81450311928669,108-A-B 110-A
1146,108-A-B 110-A,-27.475317774444157,-58.8138199103854,108-A-B 110-A
1147,108-A-B 110-A,-27.473380755187367,-58.813246537390405,108-A-B 110-A
1148,108-A-B 105-C-PERICHON 105-C-250VIV 105-B 109-A 109-B-YECOHA 104-C,-27.46743476400032,-58.81321669308272,108-A-B 105-C-PERICHON 105-C-250VIV 105-B 109-A 109-B-YECOHA 104-C
1149,108-A-B 108-C,-27.508358147141355,-58.797724141643165,108-A-B 108-C
1150,108-A-B 105-C-250VIV 105-B 105-C-PERICHON 104-C,-27.4672198150688,-58.81611538251625,108-A-B 105-C-250VIV 105-B 105-C-PERICHON 104-C
1151,108-A-B 105-C-PERICHON 105-C-250VIV 109-A 109-B-YECOHA,-27.466759492066664,-58.81846966690895,108-A-B 105-C-PERICHON 105-C-250VIV 109-A 109-B-YECOHA
1152,108-A-B 105-C-PERICHON 105-C-250VIV 109-A 109-B-YECOHA,-27.466627485543462,-58.82087253366635,108-A-B 105-C-PERICHON 105-C-250VIV 109-A 109-B-YECOHA
1153,108-A-B,-27.46517910824548,-58.82371189721008,108-A-B
1154,103-B 103-C-ESPERANZA-MONTAÃ‘A,-27.5249673073406,-58.796430478738074,103-B 103-C-ESPERANZA-MONTAÃ‘A
1155,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-27.531254908139868,-58.791339729825175,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO
1156,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-27.532466260839808,-58.791257922424855,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO
1157,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-27.53405178163973,-58.79105357162417,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO
1158,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-27.53515525913968,-58.7909165275237,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO
1159,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-27.536447748639613,-58.79077923192322,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO
1160,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-27.538195543139544,-58.79064336132269,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO
1161,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-27.547060243938844,-58.787055068513055,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO
1162,105-B 108-A-B,-27.4709934667442,-58.81259405708301,105-B 108-A-B
1163,105-B 108-A-B,-27.46861183284425,-58.81205585508202,105-B 108-A-B
1164,105-B,-27.450710015442144,-58.78348823351641,105-B
1165,105-B,-27.46537809454215,-58.78903789162777,105-B
1166,105-B,-27.463510103642086,-58.78784632022517,105-B
1167,106-B,-27.499669298641013,-58.7909410865281,106-B
1168,104-C,-27.46662691434502,-58.81948012579988,104-C
1169,104-A,-27.48444281714685,-58.845842720060354,104-A
1170,104-A 104-B,-27.493367086024875,-58.84108969947,104-A 104-B
1171,104-A,-27.491428063715105,-58.838024760652445,104-A
1172,104-A,-27.48874223054616,-58.840231119646525,104-A
1173,104-A,-27.48846914814637,-58.8423146093515,104-A
1174,104-A,-27.487934718046628,-58.84476388525738,104-A
1175,109-B-YECOHA 109-A 103-A,-27.50829630570577,-58.81590293900257,109-B-YECOHA 109-A 103-A
1176,103-A,-27.50650826104416,-58.82617382981102,103-A
1177,103-A 104-C,-27.50585667814247,-58.82611140590566,103-A 104-C
1178,103-A 104-C,-27.503993522444222,-58.8259963849109,103-A 104-C
