stop_id,stop_name,stop_lat,stop_lon,stop_desc
456,105-B,-27.457955332542223,-58.78709186512408,105-B
457,105-B,-27.45581836634228,-58.786690958723376,105-B
458,105-B,-27.45107479594224,-58.7846872647192,105-B
459,105-B,-27.453507140342303,-58.7862475560226,105-B
460,105-B,-27.45263542244224,-58.78528321802044,105-B
461,105-B,-27.45117135544224,-58.78464384651909,105-B
462,105-B,-27.450784111542152,-58.78343140421626,105-B
463,105-B,-27.452267205442247,-58.785144413720154,105-B
464,105-B,-27.45346606904233,-58.78639247912295,105-B
465,104-B,-27.50043624274585,-58.8415153110482,104-B
466,104-B,-27.49234904734659,-58.846371618160696,104-B
467,104-B 110-B,-27.492178727046703,-58.84734618206304,104-B 110-B
468,104-B,-27.491799110646912,-58.849547437468296,104-B
469,104-B 110-B,-27.49124054064709,-58.85143395237285,104-B 110-B
470,104-B,-27.489944866047168,-58.85155674727328,104-B
471,104-B 110-B,-27.48808752014725,-58.85166319747377,104-B 110-B
472,104-B,-27.48670467374721,-58.850553684971274,104-B
473,104-B,-27.48553523064721,-58.850264928370734,104-B
474,104-B 104-A,-27.48372364984725,-58.84980182816986,104-B 104-A
475,104-B,-27.48241934194724,-58.84928567066879,104-B
476,104-B,-27.499498498939356,-58.841516039048514,104-B
477,104-B,-27.481330784147268,-58.84903957796831,104-B
478,104-B,-27.480119934447284,-58.84887193986806,104-B
479,104-B,-27.47897714574733,-58.848707235467806,104-B
480,104-B,-27.47778968154736,-58.84855242176756,104-B
481,104-B,-27.47662283674738,-58.84837698846728,104-B
482,104-B,-27.4757164177474,-58.848237429767046,104-B
483,105-A 105-B 110-A,-27.446654347842248,-58.78290535591552,105-A 105-B 110-A
484,104-B,-27.474567929347,-58.84347013855589,104-B
485,104-B 104-A 110-A,-27.47359336554717,-58.84458367435864,104-B 104-A 110-A
486,104-B,-27.473449532047287,-58.84595369646192,104-B
487,104-B,-27.497498924239057,-58.84130675329909,104-B
488,104-B,-27.4723476470473,-58.845840456961774,104-B
489,104-B,-27.47144013844735,-58.845762672861696,104-B
490,104-B,-27.468898661547435,-58.84557190076153,104-B
491,104-B,-27.468120653247443,-58.84550484556146,104-B
492,104-B,-27.468125766247205,-58.84314106505588,104-B
493,104-B,-27.468231210647104,-58.84188973065287,104-B
494,104-B,-27.49682503804223,-58.841233897960045,104-B
495,105-A 105-B,-27.448317233542085,-58.782195073413625,105-A 105-B
496,105-A 105-B 110-A,-27.444199875142424,-58.783715718317744,105-A 105-B 110-A
497,104-B 108-A-B,-27.46934533314697,-58.84085548765029,104-B 108-A-B
498,104-B 108-A-B,-27.469143748447177,-58.84327115215604,104-B 108-A-B
499,104-B,-27.495930858491253,-58.841144230634654,104-B
500,104-B 108-A-B,-27.46895951414741,-58.84544717806124,104-B 108-A-B
501,104-B 108-A-B,-27.468995723947533,-58.84679121626441,104-B 108-A-B
502,104-B,-27.47113797084749,-58.847187847865115,104-B
503,104-B,-27.472521990647447,-58.84733763246529,104-B
504,104-B,-27.475239236047308,-58.8470868459644,104-B
505,104-B,-27.47589106927497,-58.8471358666241,104-B
506,104-B,-27.47679215124728,-58.8473022608647,104-B
507,104-B,-27.477971233547247,-58.84745715846493,104-B
508,104-B,-27.47912734944723,-58.84764843346526,104-B
509,104-B,-27.48031690914721,-58.84779595496548,104-B
510,104-B,-27.494989933545984,-58.84097543274757,104-B
511,104-B,-27.481463804947165,-58.84794657776571,104-B
512,104-B,-27.48261086844712,-58.848110443965936,104-B
513,104-B,-27.483506390947092,-58.848257211066176,104-B
514,104-B 110-A,-27.483700180547256,-58.84998505667028,104-B 110-A
515,104-B 110-A 104-A,-27.48541034024725,-58.850433823671146,104-B 110-A 104-A
516,104-B 104-A,-27.486697381447208,-58.85070665467165,104-B 104-A
517,104-B 110-B,-27.491271805147136,-58.851590191073214,104-B 110-B
518,104-B 110-B,-27.491906734346923,-58.84949136256816,104-B 110-B
519,104-B 104-A,-27.4924616162466,-58.846524839361045,104-B 104-A
520,104-B 110-B 104-A,-27.49278884574645,-58.84478668405688,104-B 110-B 104-A
521,104-B 110-B 104-A,-27.493167875446247,-58.84275784445202,104-B 110-B 104-A
522,104-B 110-B,-27.493449542792614,-58.84108489473932,104-B 110-B
523,104-B,-27.495003596046015,-58.841205013048125,104-B
524,104-B,-27.495915211845983,-58.84128757474819,104-B
525,104-B,-27.49684065774597,-58.84139486314834,104-B
526,104-B,-27.497494865345935,-58.84145236294841,104-B
527,104-B,-27.498607311545925,-58.84160835024865,104-B
528,104-B 110-B,-27.49299495674624,-58.84273160905197,104-B 110-B
529,104-B,-27.4994809253706,-58.841643645321874,104-B
530,104-B,-27.50037365653737,-58.8416722794956,104-B
531,104-B 110-B,-27.49261684914645,-58.84493445705724,104-B 110-B
532,103-B 103-D 103-C-ESPERANZA-PUERTO 110-B,-27.488379817892305,-58.82175095475331,103-B 103-D 103-C-ESPERANZA-PUERTO 110-B
533,109-B-YECOHA 109-A,-27.471353218046065,-58.83226965272967,109-B-YECOHA 109-A
534,109-B-YECOHA 109-A,-27.47176611064569,-58.82845714412056,109-B-YECOHA 109-A
535,109-B-YECOHA 109-A,-27.472028967145448,-58.8258652920144,109-B-YECOHA 109-A
536,109-B-YECOHA 109-A,-27.47223843084521,-58.82347963470871,109-B-YECOHA 109-A
537,109-B-YECOHA 109-A,-27.47052265524521,-58.82294168420762,109-B-YECOHA 109-A
538,109-B-YECOHA 109-A,-27.468670925245245,-58.82268293480722,109-B-YECOHA 109-A
539,109-B-YECOHA,-27.447934599738907,-58.749943018737206,109-B-YECOHA
540,109-B-YECOHA,-27.44399225533852,-58.74481421602551,109-B-YECOHA
541,109-B-YECOHA,-27.44295222883841,-58.743391052622286,109-B-YECOHA
542,109-B-YECOHA,-27.441295294238255,-58.7411612149172,109-B-YECOHA
543,109-B-YECOHA,-27.436787171437818,-58.73526538420382,109-B-YECOHA
544,109-B-YECOHA,-27.429470105237066,-58.725398375381374,109-B-YECOHA
545,109-B-YECOHA,-27.42746079533654,-58.719444122867486,109-B-YECOHA
546,109-B-YECOHA,-27.427034827036376,-58.71782540976372,109-B-YECOHA
547,109-B-YECOHA,-27.427841752836216,-58.71660056216072,109-B-YECOHA
548,109-B-YECOHA,-27.427802274136216,-58.71644616756034,109-B-YECOHA
549,109-B-YECOHA,-27.4268185739364,-58.717884250663886,109-B-YECOHA
550,109-B-YECOHA,-27.427279411036547,-58.719487205867615,109-B-YECOHA
551,109-B-YECOHA,-27.42923566333709,-58.72547590808156,109-B-YECOHA
552,109-B-YECOHA,-27.436537223037824,-58.73535884240405,109-B-YECOHA
553,109-B-YECOHA,-27.441143497938288,-58.74137721661774,109-B-YECOHA
554,109-B-YECOHA,-27.442749973538447,-58.74352675562264,109-B-YECOHA
555,109-B-YECOHA,-27.44373702643854,-58.744853610925674,109-B-YECOHA
556,109-B-YECOHA,-27.448148002938968,-58.75076788183912,109-B-YECOHA
557,106-B,-27.5035973937409,-58.79116161442816,106-B
558,106-B,-27.495941782441104,-58.790240610826885,106-B
559,106-B,-27.495107699341222,-58.79119204072927,106-B
560,106-B,-27.49494534184137,-58.79249986903238,106-B
561,106-B,-27.49482916864145,-58.79341416703456,106-B
562,106-B,-27.49305664754177,-58.796002498740926,106-B
563,106-B,-27.49189064104179,-58.79580896064062,106-B
564,106-B,-27.490714492341827,-58.79564618404039,106-B
565,106-B,-27.48954748004184,-58.79545909994009,106-B
566,106-B 106-C 106-A,-27.48792390534192,-58.79552129374042,106-B 106-C 106-A
567,106-B,-27.503479795641056,-58.79278552433203,106-B
568,106-B,-27.487000186353832,-58.796410927656645,106-B
569,106-B,-27.485845612442084,-58.796477836542955,106-B
570,106-B,-27.484845483742124,-58.79634523474275,106-B
571,106-B,-27.48343480944215,-58.79624196974268,106-B
572,106-B,-27.482098063542164,-58.795779288641754,106-B
573,106-B,-27.502336168741103,-58.79278585963216,106-B
574,106-B,-27.501148453041157,-58.79270639913212,106-B
575,106-B,-27.500627182541027,-58.791183239728575,106-B
576,106-B,-27.499671310341007,-58.7907301140276,106-B
577,106-B,-27.48284572934252,-58.79969539765094,106-B
578,106-B,-27.484169483342487,-58.7998207071511,106-B
579,106-B,-27.485510420142337,-58.79882024314854,106-B
580,106-B,-27.485780652742108,-58.79671219454351,106-B
581,106-B,-27.486797069826437,-58.796337778786345,106-B
582,106-B,-27.48776853235271,-58.79640583865799,106-B
583,106-B 106-C 110-B,-27.48814803744191,-58.795502350640334,106-B 106-C 110-B
584,106-B,-27.489326784541888,-58.7956692343406,106-B
585,106-B,-27.49837856934101,-58.79048988862719,106-B
586,106-B,-27.490491282341857,-58.795872579240935,106-B
587,106-B,-27.49164731434184,-58.796046168441215,106-B
588,106-B,-27.492783229941807,-58.79624666364155,106-B
589,106-B,-27.493899447941786,-58.7964065065418,106-B
590,106-B,-27.494925812041735,-58.79655226784202,106-B
591,106-B,-27.496151832941404,-58.79357862003481,106-B
592,106-B,-27.496525330541232,-58.79181221773054,106-B
593,106-B,-27.49730057284105,-58.79049743242735,106-B
594,106-B,-27.49838091634105,-58.79068803682768,106-B
595,106-B,-27.49719345204104,-58.790266091826794,106-B
596,106-B,-27.500491898640995,-58.791010572528165,106-B
597,106-B,-27.501238558541168,-58.7929157791326,106-B
598,106-B,-27.50235771024111,-58.792994066032655,106-B
599,106-B,-27.50349857114105,-58.79299674823252,106-B
600,106-B,-27.503706358440898,-58.79124115862831,106-B
601,106-B 106-A 106-C 105-C-PERICHON 103-B 103-A,-27.46320374755284,-58.83248917007717,106-B 106-A 106-C 105-C-PERICHON 103-B 103-A
602,106-B 106-C 106-A,-27.46987963924779,-58.8332362117818,106-B 106-C 106-A
603,105-C-PERICHON,-27.42244154413944,-58.745962872030994,105-C-PERICHON
604,105-C-PERICHON,-27.424597788739398,-58.74628876043148,105-C-PERICHON
605,105-C-PERICHON,-27.413850177139697,-58.745132225430105,105-C-PERICHON
606,105-C-PERICHON,-27.41209022894004,-58.74783128203673,105-C-PERICHON
607,105-C-PERICHON,-27.41899985084021,-58.75225927384633,105-C-PERICHON
608,105-C-PERICHON 105-C-250VIV 109-A 109-B-YECOHA,-27.46694718684521,-58.821490944404616,105-C-PERICHON 105-C-250VIV 109-A 109-B-YECOHA
609,105-C-PERICHON,-27.42460491333941,-58.74647123443192,105-C-PERICHON
610,105-C-PERICHON,-27.447513241438937,-58.750295980638086,105-C-PERICHON
611,105-C-PERICHON,-27.44292699923904,-58.749452593536645,105-C-PERICHON
612,105-C-PERICHON,-27.442657940239005,-58.74922594693616,105-C-PERICHON
613,105-C-PERICHON,-27.447555653838933,-58.750382984838296,105-C-PERICHON
614,105-C-PERICHON,-27.45732232167768,-58.7686640660094,105-C-PERICHON
615,105-C-PERICHON,-27.45709287151069,-58.7671102418974,105-C-PERICHON
616,105-C-PERICHON,-27.457930537266822,-58.766297067294495,105-C-PERICHON
617,105-C-PERICHON,-27.458028984214607,-58.768586128927616,105-C-PERICHON
618,104-C,-27.497798374045622,-58.83830940074089,104-C
619,104-C 103-A,-27.503308050444694,-58.8303304156213,104-C 103-A
620,104-C 104-D,-27.46136819214585,-58.82582665141556,104-C 104-D
621,104-C 104-D,-27.462589267746186,-58.82996429412523,104-C 104-D
622,104-C 104-D,-27.46352502344616,-58.83006144042537,104-C 104-D
623,104-C 103-A,-27.503494380144527,-58.82875696481753,104-C 103-A
624,104-C 105-C-250VIV 105-A 105-B 105-C-PERICHON 104-B 108-C 104-D 104-A 108-A-B,-27.46759380005321,-58.839279829058405,104-C 105-C-250VIV 105-A 105-B 105-C-PERICHON 104-B 108-C 104-D 104-A 108-A-B
625,104-C 104-D 104-A 110-A,-27.472011365146727,-58.83954765934687,104-C 104-D 104-A 110-A
626,104-C 104-A 104-D 110-A,-27.473973820146664,-58.83967984194695,104-C 104-A 104-D 110-A
627,104-C 104-D,-27.476115731646424,-58.837883013342434,104-C 104-D
628,104-C 104-D 108-A-B,-27.479179233446366,-58.83844057754341,104-C 104-D 108-A-B
629,104-C 104-D,-27.481905615046276,-58.83890770104418,104-C 104-D
630,104-C 104-D,-27.48379229764625,-58.839259070344816,104-C 104-D
631,104-C,-27.486313574146063,-58.83821971434203,104-C
632,104-C,-27.48792709044603,-58.83823765164188,104-C
633,104-C,-27.489333070945968,-58.83825181704176,104-C
634,104-C,-27.49129527444589,-58.8382798126416,104-C
635,104-C,-27.49345990094581,-58.83819414954113,104-C
636,104-C,-27.494983563345745,-58.83827143074113,104-C
637,104-C,-27.4962600433457,-58.83827989644101,104-C
638,104-C 103-A,-27.506213218044184,-58.82633786371145,104-C 103-A
639,104-C 103-A,-27.50744166984415,-58.82640743351149,104-C 103-A
640,104-C 103-A,-27.508310705544133,-58.826446660811456,104-C 103-A
641,104-C 103-A,-27.509371509979086,-58.826528971054046,104-C 103-A
642,104-C,-27.50968416414428,-58.82849201281616,104-C
643,104-C,-27.49831402874535,-58.8355186460342,104-C
644,104-C,-27.50994928374448,-58.8309122035219,104-C
645,104-C,-27.509761529144267,-58.828478853216126,104-C
646,104-C,-27.50933972002613,-58.826448745813096,104-C
647,104-C 103-A,-27.50824465614411,-58.826301150911114,104-C 103-A
648,104-C 103-A,-27.507442927144137,-58.82622529471105,104-C 103-A
649,104-C 103-A,-27.505258621042227,-58.826068163665205,104-C 103-A
650,104-C,-27.498378234145147,-58.833137347428554,104-C
651,104-C,-27.498627176644927,-58.83105310332356,104-C
652,104-C 110-B,-27.49594438084531,-58.833890461430606,104-C 110-B
653,104-C 110-B,-27.49576400234543,-58.83519602663375,104-C 110-B
654,104-C,-27.49564062074551,-58.83602818193573,104-C
655,104-C,-27.4955122937456,-58.83707122603822,104-C
656,104-C 110-B,-27.495396455845697,-58.83798829004041,104-C 110-B
657,104-C 103-A,-27.500153353544896,-58.83122853652378,104-C 103-A
658,104-C 104-A,-27.4928240497458,-58.83799055314072,104-C 104-A
659,104-C,-27.49200622744583,-58.8380252542409,104-C
660,104-C 104-A,-27.489237349545917,-58.83802190144123,104-C 104-A
661,104-C,-27.487931197645985,-58.83801511214136,104-C
662,104-C,-27.486705260446037,-58.838027601141526,104-C
663,104-C 103-A,-27.501324221644847,-58.83139131312403,104-C 103-A
664,104-C 104-A 104-D,-27.45960011344561,-58.82292785400888,104-C 104-A 104-D
665,104-C 104-A 104-D,-27.459770433745398,-58.82049408460311,104-C 104-A 104-D
666,104-C 104-A 104-D,-27.45988199684528,-58.81919229119999,104-C 104-A 104-D
667,104-C 104-D,-27.46544037214509,-58.81947392320001,104-C 104-D
668,104-C,-27.502819720744963,-58.83315059082803,104-C
669,104-C,-27.46749075324428,-58.81198066938197,104-C
670,104-C,-27.467035532144,-58.80877928527442,104-C
671,104-C,-27.465346494843963,-58.80786029337244,104-C
672,104-C,-27.46548286834388,-58.80710508387064,104-C
673,104-C,-27.465696523043828,-58.806471076769085,104-C
674,104-C,-27.4650205225438,-58.80591183616787,104-C
675,104-C,-27.464435381943893,-58.806726724769845,104-C
676,104-C,-27.50263749814509,-58.834455736931176,104-C
677,104-C,-27.46550759494392,-58.807471875971515,104-C
678,104-C,-27.46697870284393,-58.80826673187321,104-C
679,104-C 104-D,-27.46552360444491,-58.81792897079632,104-C 104-D
680,106-A,-27.467529574481976,-58.83298374563464,106-A
681,106-C,-27.514390686639025,-58.77620008479124,106-C
682,106-C,-27.514017691939696,-58.78311984880774,106-C
683,106-C,-27.497224297440543,-58.784939979114135,106-C
684,106-C,-27.49900779884045,-58.78504299271416,106-C
685,106-C,-27.500166010240445,-58.78524767881452,106-C
686,106-C,-27.501262614640435,-58.7854668655149,106-C
687,106-C,-27.50267446234039,-58.78573215281538,106-C
688,106-C,-27.503946080940352,-58.78574765931524,106-C
689,106-C,-27.510181395288345,-58.78495969382635,106-C
690,106-C,-27.510844890140017,-58.78506210341276,106-C
691,106-C,-27.51179900213999,-58.784886167312216,106-C
692,106-C,-27.512580866139807,-58.783469122708766,106-C
693,106-C,-27.51397569863973,-58.78328891180815,106-C
694,106-C,-27.51623604643979,-58.78465700601112,106-C
695,106-C,-27.51815290383939,-58.78135001000304,106-C
696,106-C,-27.519217657039142,-58.77915680119768,106-C
697,106-C,-27.51843210503907,-58.778428497596046,106-C
698,106-C,-27.512411384039815,-58.78349301120884,106-C
699,106-C,-27.517386965539053,-58.77775593369457,106-C
700,106-C,-27.516337048339025,-58.77711446669316,106-C
701,106-C,-27.515287131139004,-58.776452882991755,106-C
702,106-C,-27.514180803738995,-58.775772020990246,106-C
703,106-C,-27.510758053640004,-58.784912235012406,106-C
704,106-C 106-A,-27.505443759340277,-58.78548446751442,106-C 106-A
705,106-C,-27.50419795714032,-58.78556124581476,106-C
706,106-C,-27.50285199104037,-58.785553199114894,106-C
707,106-C,-27.50147870004039,-58.78528548111442,106-C
708,106-C,-27.500406822340437,-58.78509730741412,106-C
709,106-C,-27.498611921540466,-58.78479706761364,106-C
710,106-C,-27.49740936994049,-58.78480620391381,106-C
711,106-C,-27.49665935724051,-58.78466907601357,106-C
712,106-C,-27.49595661844052,-58.78456723591342,106-C
713,106-C,-27.494888680140686,-58.785544733415854,106-C
714,106-C,-27.493490159640707,-58.78537315591562,106-C
715,106-C,-27.491877565240728,-58.78508439931514,106-C
716,106-C,-27.51907164423912,-58.77904565709744,106-C
717,106-C 110-B,-27.48839253754162,-58.792646636133526,106-C 110-B
718,106-C 106-A,-27.48764788924215,-58.79782899924594,106-C 106-A
719,106-C,-27.487446220742335,-58.79967771185037,106-C
720,106-C,-27.487175988142525,-58.80158576825492,106-C
721,106-C,-27.4868122135428,-58.80402439926074,106-C
722,106-C,-27.486496383443047,-58.806505693966685,106-C
723,106-C,-27.52268784873919,-58.78106502530179,106-C
724,106-C,-27.48560320784312,-58.8070959476682,106-C
725,106-C,-27.481198350043247,-58.80658993216752,106-C
726,106-C,-27.52161538423917,-58.780395227400334,106-C
727,106-C,-27.520575860639152,-58.77975342509893,106-C
728,106-C 106-B 106-A 102-A 102-B 108-A-B,-27.462577022707723,-58.841343335598665,106-C 106-B 106-A 102-A 102-B 108-A-B
729,106-C,-27.48044138044339,-58.8078495645706,106-C
730,106-C,-27.48188935414337,-58.80809331027102,106-C
731,106-C,-27.483964294343284,-58.80824661527113,106-C
732,106-C,-27.48529156864325,-58.80829866697109,106-C
733,106-C,-27.486716408342986,-58.80594192716533,106-C
734,106-C,-27.487023269842798,-58.8040566695608,106-C
735,106-C,-27.487340441042523,-58.801596748554914,106-C
736,106-C,-27.487613104442342,-58.799625995550215,106-C
737,106-C,-27.48782340634216,-58.79784618214595,106-C
738,106-C 110-B,-27.488656148441574,-58.7923888088329,106-C 110-B
739,106-C 110-B 102-A,-27.49000974194088,-58.78583927351716,106-C 110-B 102-A
740,106-C,-27.49159643624077,-58.78524407451555,106-C
741,106-C,-27.493372226240737,-58.78553526191602,106-C
742,106-C,-27.494905108740696,-58.78571781971628,106-C
743,106-C,-27.495889144140573,-58.784806203913995,106-C
744,106-C 106-B 106-A 102-A 102-B 103-D 103-C-ESPERANZA-PUERTO 103-A 103-B 105-C-250VIV 105-C-PERICHON 101-B 101-C 110-A 108-A-B 105-A 105-B,-27.461517607228032,-58.83851550881108,106-C 106-B 106-A 102-A 102-B 103-D 103-C-ESPERANZA-PUERTO 103-A 103-B 105-C-250VIV 105-C-PERICHON 101-B 101-C 110-A 108-A-B 105-A 105-B
745,104-A,-27.48665848944665,-58.84457076625708,104-A
746,104-A 110-A,-27.484449355046717,-58.844280584756646,104-A 110-A
747,104-A 110-A,-27.47527435614693,-58.84303067535476,104-A 110-A
748,104-A 110-A,-27.474601309132687,-58.84111976927964,104-A 110-A
749,104-A,-27.463007524745677,-58.824861056213074,104-A
750,104-A,-27.46160523234571,-58.82465293351274,104-A
751,104-A,-27.45971905264578,-58.82459291911281,104-A
752,104-A 104-C 104-D,-27.4614509214452,-58.81927887630001,104-A 104-C 104-D
753,104-A 104-C 104-D,-27.46424729204512,-58.81937493289991,104-A 104-C 104-D
754,104-A,-27.464267911545253,-58.82082240380333,104-A
755,104-A,-27.46427813744536,-58.82214070950646,104-A
756,104-A,-27.464251315345518,-58.823588850909914,104-A
757,104-A 110-A,-27.473870722646893,-58.842028451152544,104-A 110-A
758,104-A 110-A,-27.47488945924708,-58.84457017955844,104-A 110-A
759,104-A,-27.477143520647036,-58.844728178358565,104-A
760,104-A,-27.479702012746955,-58.84508541515911,104-A
761,104-A,-27.48173973724691,-58.84536084445952,104-A
762,104-A,-27.4933119603458,-58.83832096774146,104-A
763,104-A,-27.48898614394599,-58.83854116034249,104-A
764,101-B 101-C,-27.468543312057175,-58.84059808864448,101-B 101-C
765,104-D 103-A,-27.493353283145368,-58.83362039643029,104-D 103-A
766,104-D,-27.49465675294465,-58.82652377431327,104-D
767,104-D 103-A,-27.49274601424468,-58.82617718261268,104-D 103-A
768,104-D 110-A,-27.49070510464473,-58.82577585711196,104-D 110-A
769,104-D,-27.490375027218164,-58.82691767158798,104-D
770,104-D,-27.490131571519985,-58.829136685349,104-D
771,104-D,-27.4900019154716,-58.83063574673382,104-D
772,104-D 103-A,-27.48801510044529,-58.830687736223936,104-D 103-A
773,104-D,-27.485501954445446,-58.83136524542584,104-D
774,103-A,-27.49362222617169,-58.83187201801017,103-A
775,104-D,-27.48627996274569,-58.83404175473212,104-D
776,104-D,-27.48549390784592,-58.83626379723748,104-D
777,104-D 104-C,-27.48400905364608,-58.83750037944058,104-D 104-C
778,104-D 104-C,-27.481665557346147,-58.837198714740154,104-D 104-C
779,104-D 104-C,-27.4796358795462,-58.83692588383976,104-D 104-C
780,104-D,-27.494028277844976,-58.829899418221366,104-D
781,104-D 104-A 104-C,-27.46130189124621,-58.82990377682524,104-D 104-A 104-C
782,104-D 104-C,-27.46151068444597,-58.82718854301877,104-D 104-C
783,104-D 104-C,-27.460321460046,-58.82717907151889,104-D 104-C
784,104-D 104-C,-27.459423255245888,-58.82560235171526,104-D 104-C
785,104-D 103-A 110-B,-27.49447100994468,-58.82675293551384,104-D 103-A 110-B
786,104-D 104-A 104-C,-27.462933022712814,-58.81932123585271,104-D 104-A 104-C
787,104-D 104-C,-27.46427377884496,-58.81795109899652,104-D 104-C
788,104-D 104-C,-27.46308497354501,-58.817896448996535,104-D 104-C
789,104-D 104-C,-27.461833220045055,-58.8178519410966,104-D 104-C
790,104-D,-27.49607924564447,-58.82509072030969,104-D
791,104-D,-27.497346170344425,-58.825319462410086,104-D
792,104-D,-27.48572390724582,-58.83534162033528,104-D
793,104-D,-27.48579020804572,-58.83423126953262,104-D
794,104-D,-27.4912894909454,-58.83318252582948,104-D
795,104-D,-27.49220529764538,-58.83339115142988,104-D
796,104-D,-27.496990610044605,-58.82699919581412,104-D
797,104-D,-27.49588453404462,-58.826803394613776,104-D
798,103-C-ESPERANZA-PUERTO 103-B 103-A 106-A 105-C-PERICHON 106-B 106-C,-27.46489980875284,-58.8327134881288,103-C-ESPERANZA-PUERTO 103-B 103-A 106-A 105-C-PERICHON 106-B 106-C
799,103-A,-27.50690782644416,-58.82622739021111,103-A
800,103-A 104-C,-27.50309431194477,-58.83122778222344,103-A 104-C
801,103-A 104-C,-27.501456823344835,-58.8312142035236,103-A 104-C
802,109-A 109-B-YECOHA 103-A,-27.508446344892583,-58.815911081816914,109-A 109-B-YECOHA 103-A
803,103-A 104-C,-27.49884887794492,-58.83086015192308,103-A 104-C
804,103-A,-27.49879934094481,-58.8299006754208,103-A
805,103-A,-27.498918112444716,-58.82899752541862,103-A
806,103-A 104-C,-27.499084912344596,-58.827703359515546,103-A 104-C
807,103-A 104-C,-27.499002099144377,-58.82550327761032,103-A 104-C
808,103-A 104-C 110-B,-27.497121451544647,-58.82743597681512,103-A 104-C 110-B
809,103-A 104-C,-27.496908048244748,-58.828637438818006,103-A 104-C
810,109-A 109-B-YECOHA 103-A,-27.508645005725437,-58.81756646619787,109-A 109-B-YECOHA 103-A
811,103-A 104-C 110-B,-27.49675465944486,-58.829583588120286,103-A 104-C 110-B
812,103-A 104-C,-27.49659783404495,-58.830507190022495,103-A 104-C
813,103-A 104-C 110-B,-27.496282590645123,-58.83222774322662,103-A 104-C 110-B
814,103-A,-27.492566892945213,-58.831630281225664,103-A
815,103-A,-27.490930913145235,-58.83126156122498,103-A
816,103-A,-27.48976620043412,-58.83077145486244,103-A
817,103-A,-27.48497490034544,-58.83100038112503,103-A
818,103-A,-27.48292435154548,-58.830757892724726,103-A
819,103-A,-27.480024548345565,-58.83045647942432,103-A
820,103-A,-27.478464424745628,-58.830272999624086,103-A
821,103-A 103-B 103-C-ESPERANZA-PUERTO 103-D 101-B 101-C,-27.466163584855867,-58.83909057825162,103-A 103-B 103-C-ESPERANZA-PUERTO 103-D 101-B 101-C
822,103-A,-27.47681629114578,-58.83149239892718,103-A
823,103-A,-27.479060797145728,-58.83180135582766,103-A
824,103-A,-27.481368586545685,-58.83211366552813,103-A
825,103-A,-27.48362549774565,-58.83240334412854,103-A
826,103-A 104-D,-27.48574502964555,-58.83254022062862,103-A 104-D
827,103-A,-27.487153859945497,-58.832648933928695,103-A
828,103-A 104-D,-27.488162286645483,-58.83285286562907,103-A 104-D
829,103-A,-27.49067509744544,-58.83318646532957,103-A
830,103-A 109-A 109-B-YECOHA,-27.50947940653309,-58.826252629547135,103-A 109-A 109-B-YECOHA
831,103-A 110-B,-27.494150569744885,-58.82907874601939,103-A 110-B
832,103-A,-27.49252758184458,-58.8249602141098,103-A
833,103-A,-27.493053630144527,-58.82464421630899,103-A
834,103-A,-27.49486566896551,-58.82489436992599,103-A
835,103-A,-27.495601264038388,-58.82503033530346,103-A
836,103-A 110-B 104-C,-27.497312894244445,-58.825455165510405,103-A 110-B 104-C
837,103-A 110-B,-27.4991891832444,-58.82575414791091,103-A 110-B
838,103-A,-27.4989400730446,-58.82770059351554,103-A
839,103-A,-27.49879816744473,-58.828964919818574,103-A
840,103-A,-27.498726921244813,-58.829883324920765,103-A
841,103-A,-27.498580070344907,-58.830813380922976,103-A
842,103-A 104-C,-27.50297830634481,-58.831534392224185,103-A 104-C
843,103-A 104-C,-27.503608876944444,-58.82792824601555,103-A 104-C
844,103-A 104-C,-27.50380325324429,-58.82641849761194,103-A 104-C
845,103-A 104-C,-27.505225075544224,-58.82633157731157,103-A 104-C
846,103-A 103-C-ESPERANZA-PUERTO 103-B 105-C-PERICHON 106-A 106-B 106-C,-27.461395437035737,-58.83231041672095,103-A 103-C-ESPERANZA-PUERTO 103-B 105-C-PERICHON 106-A 106-B 106-C
847,103-A,-27.47005066249908,-58.82938301751685,103-A
848,103-C-ESPERANZA-PUERTO 103-C-ESPERANZA-MONTAÃ‘A,-27.54740029773918,-58.790662807321596,103-C-ESPERANZA-PUERTO 103-C-ESPERANZA-MONTAÃ‘A
849,103-C-ESPERANZA-PUERTO,-27.527188344040425,-58.795492124635565,103-C-ESPERANZA-PUERTO
850,106-A,-27.505328843440477,-58.787380705518935,106-A
851,106-A,-27.501739880139745,-58.778689929198734,106-A
852,106-A,-27.500711253039466,-58.77556808929143,106-A
853,106-A,-27.496338917039772,-58.777045651195486,106-A
854,106-A,-27.49445852093992,-58.77784461419762,106-A
855,106-A,-27.48861113764154,-58.7917551369314,106-A
856,106-A,-27.50554501274031,-58.78581580421521,106-A
857,106-A,-27.48662118994233,-58.799170439049256,106-A
858,106-A,-27.485576301942352,-58.79898360644892,106-A
859,106-A,-27.483381752042373,-58.79856476274821,106-A
860,106-A,-27.505783645540102,-58.78390397591062,106-A
861,106-A,-27.50613090783985,-58.78144045070473,106-A
862,106-A,-27.50631262743973,-58.780261787501885,106-A
863,106-A,-27.50498761623971,-58.779751245800846,106-A
864,102-B,-27.491626359642627,-58.8041974016606,102-B
865,103-B,-27.52121129274024,-58.7911229738259,103-B
