gid,linea,nombre,ramal,descripcion,nro_parada,st_asgeojson
107,00,PUERTO - AEROPUERTO,Aerobus,Aerobus - IDA,,"{""type"":""LineString"",""coordinates"":[[-58.8379660453708,-27.4614892995598],[-58.8383762120714,-27.4614963308462],[-58.8385551374569,-27.4615692130845],[-58.8386534691681,-27.4616178072474],[-58.8387309442671,-27.4616515722957],[-58.8399516074711,-27.4615411217062],[-58.8412117906216,-27.461431532231],[-58.8416641719289,-27.4614114948423],[-58.8432856941727,-27.4622706520352],[-58.8438324068266,-27.4626550355731],[-58.8442130762659,-27.4630737141833],[-58.8444869975159,-27.4634784137823],[-58.8447111153857,-27.4636515756551],[-58.8450130502447,-27.4638152851622],[-58.8456810863247,-27.463910657748],[-58.8458742611072,-27.4639743410675],[-58.8461176746828,-27.464075264943],[-58.8465065989995,-27.4643225049972],[-58.846568279401,-27.4644794432772],[-58.8465644999041,-27.4648843125107],[-58.8467303758428,-27.4667764467453],[-58.846796016987,-27.467838477916],[-58.8467463393148,-27.4679382253383],[-58.8437309285219,-27.4680977677377],[-58.8428461660086,-27.4680904829299],[-58.8418502960417,-27.4681271268421],[-58.8408441840528,-27.4682363148925],[-58.8402148229112,-27.4682821249807],[-58.8392036999148,-27.4683859134304],[-58.8354193971721,-27.4687708305525],[-58.8341134528511,-27.4688828520528],[-58.8331784420362,-27.4689947671469],[-58.8329987317675,-27.4671436128659],[-58.8329792744037,-27.4668484906761],[-58.8328824281097,-27.4667540223509],[-58.8303499999999,-27.466941000008],[-58.8306383822784,-27.4692304555902],[-58.8229093639143,-27.4699839116525],[-58.8225113331593,-27.467537472203],[-58.821788382549,-27.4670972639286],[-58.8212435282305,-27.4668157159887],[-58.8208621146157,-27.4667604217996],[-58.8198475379058,-27.4667845047366],[-58.8186788060732,-27.466846866784],[-58.8183636595135,-27.4669401377971],[-58.8180135023609,-27.4670761374478],[-58.8160529999999,-27.467384000008],[-58.8139729999999,-27.467632000008],[-58.8084949999998,-27.467196000008],[-58.8076499999998,-27.467204000008],[-58.8071209999999,-27.467287000008],[-58.8010709999999,-27.469063000008],[-58.8001669999998,-27.469154000008],[-58.7996269999999,-27.469114000008],[-58.7919143844729,-27.4672207923105],[-58.7898276542805,-27.4667217208016],[-58.787525022716,-27.4661661105015],[-58.782989840058,-27.4650211104211],[-58.7790836353797,-27.4640769569898],[-58.7735102476773,-27.4626731879769],[-58.7697462799961,-27.4616944504894],[-58.7686004694205,-27.4614164801514],[-58.7683583054872,-27.4613849902916],[-58.7679685536238,-27.4613924237283],[-58.7538647156096,-27.450804831682],[-58.7534920673069,-27.4507706519943],[-58.7504917436469,-27.4484921038446],[-58.7507904497775,-27.4480988721739],[-58.7554474514325,-27.4516545738287],[-58.7570566967401,-27.4497930962587],[-58.7571909999998,-27.449350000008],[-58.7578569999998,-27.449287000008]]}"
106,00,AEROPUERTO - PUERTO,Aerobus,Aerobus - VUELTA,,"{""type"":""LineString"",""coordinates"":[[-58.7578667404667,-27.4492904578838],[-58.7583179999998,-27.449251000008],[-58.7586752703705,-27.4493172689189],[-58.7587694344278,-27.4493837260759],[-58.758807085709,-27.4495887902008],[-58.7587359893446,-27.44965895461],[-58.757045125352,-27.449861973441],[-58.7563831771848,-27.4506637945426],[-58.7554586636411,-27.4517336088385],[-58.7554249772481,-27.4518460770977],[-58.7554493015345,-27.4519040914851],[-58.7675083562689,-27.4609945777969],[-58.7678860397516,-27.4611612444181],[-58.7697899999998,-27.461614000008],[-58.7839429999999,-27.465162000008],[-58.7892059999999,-27.466487000008],[-58.7993949999998,-27.469006000008],[-58.8002029999999,-27.469074000008],[-58.8009379999998,-27.469007000008],[-58.8071509999998,-27.467226000008],[-58.8076109999999,-27.467142000008],[-58.8078499999999,-27.467132000008],[-58.8084519999999,-27.467129000008],[-58.8138989999999,-27.467540000008],[-58.8165939999998,-27.467200000008],[-58.8186879999998,-27.466804000008],[-58.8205649999999,-27.466723000008],[-58.8207999999999,-27.466675000008],[-58.8212489999999,-27.466662000008],[-58.8223929999999,-27.466348000008],[-58.8229089999999,-27.466596000008],[-58.8301071962958,-27.4659255561318],[-58.8302381105674,-27.4659632098098],[-58.8303018948797,-27.4669480925837],[-58.8304796943638,-27.4683573474519],[-58.8305926415944,-27.4691996097788],[-58.830735774663,-27.4703412660098],[-58.8320359247065,-27.4702221906839],[-58.8364067207002,-27.4698194050724],[-58.8381805569155,-27.4696371732243],[-58.8381892786443,-27.4696510829674],[-58.8382728324716,-27.4696140499768],[-58.837978465669,-27.46652378434],[-58.8378177435211,-27.4652411525871],[-58.8375041202467,-27.4618839191456],[-58.8375843231606,-27.4617002675311],[-58.8379562575119,-27.4614918954159]]}"
27,101,PUERTO - B° PONCE,101 B,101 B - VUELTA,,"{""type"":""LineString"",""coordinates"":[[-58.8378329032212,-27.4615604825019],[-58.8380895293335,-27.4615797206832],[-58.8384232798195,-27.4615551498789],[-58.8386375648111,-27.4615911307388],[-58.8387982607403,-27.461619825706],[-58.8411997787322,-27.4614380862543],[-58.8412527245177,-27.4615069142529],[-58.8413317653724,-27.46237951188],[-58.8415765839106,-27.466094986139],[-58.8390715688862,-27.4662764852774],[-58.8342489860116,-27.46667316385],[-58.8303475386051,-27.4669674122112],[-58.8306072358992,-27.469227645716],[-58.8241808682452,-27.4698782135181],[-58.8203723272638,-27.4702723780787],[-58.8184964030174,-27.4704582072389],[-58.8147942471303,-27.4707923293501],[-58.8141315961193,-27.4708593835939],[-58.8127334478652,-27.4712042585348],[-58.8096089936725,-27.471950173931],[-58.8066186406707,-27.4726645898179],[-58.8037811036894,-27.473341312606],[-58.8030052192079,-27.4735742023876],[-58.8001197294987,-27.4744499276676],[-58.7986321068356,-27.4749123850108],[-58.7972352702875,-27.4752067406815],[-58.7943043023354,-27.4757663385101],[-58.7924718947645,-27.4761159615831],[-58.7890541285453,-27.4766185726475],[-58.7886962408876,-27.4766706588632],[-58.7885509094498,-27.4766386202747],[-58.7884915205411,-27.4764602983932],[-58.7877441628488,-27.47153679793],[-58.7870877513109,-27.4716165642537],[-58.7869965500582,-27.4708430012815],[-58.7877258432825,-27.4707587408733],[-58.7886460330876,-27.4767044152643],[-58.7880142275241,-27.4768100442582],[-58.7862785749632,-27.4772144170534],[-58.7859408980648,-27.477304499717],[-58.7845921416333,-27.4778943317274],[-58.7842898416375,-27.4779837644464],[-58.7831986792175,-27.4782653765013],[-58.783079408272,-27.478297547211],[-58.7829710972228,-27.4783174070217]]}"
26,101,B° CREMONTE - PUERTO,101 B,101 B - IDA,,"{""type"":""LineString"",""coordinates"":[[-58.782973353878,-27.4783154127078],[-58.7828122710384,-27.4783423795301],[-58.7823840897127,-27.4784497561048],[-58.7812845416771,-27.4787286545792],[-58.7809020652013,-27.4788534162684],[-58.7795543733477,-27.4791925284113],[-58.7790576794763,-27.4793023706834],[-58.7781388214121,-27.4794368261169],[-58.7770554036716,-27.4796002990883],[-58.7763765700957,-27.4797004791405],[-58.7760461506366,-27.4797331906223],[-58.7758181373345,-27.4797744215853],[-58.7742196262065,-27.4800371804062],[-58.773622147341,-27.4801502337288],[-58.7728123865422,-27.4802540731825],[-58.7718215374346,-27.4804383826956],[-58.770705296006,-27.4806105723049],[-58.7704243181131,-27.4806751956141],[-58.7700251042481,-27.4807195390066],[-58.7682344416794,-27.4810866675559],[-58.7681973050737,-27.4811272876191],[-58.7676257723749,-27.4833095465696],[-58.7675798717287,-27.4833615098974],[-58.7675798694127,-27.4834060042633],[-58.7676191738305,-27.4840081506917],[-58.7684106116594,-27.4852392687813],[-58.7692117868723,-27.486285826002],[-58.7706102067575,-27.4860314794295],[-58.7706573962035,-27.4861177354396],[-58.7708998130836,-27.4877080293754],[-58.7712280456983,-27.4898111839017],[-58.7714764730239,-27.4913283634109],[-58.7717616142254,-27.4931177800896],[-58.7719123210013,-27.4940362624241],[-58.7718957954366,-27.4940884658267],[-58.7698759641413,-27.4943601004159],[-58.7698174121879,-27.4944367642199],[-58.7701753646895,-27.4966828673029],[-58.770264062191,-27.4967257501912],[-58.7723975271356,-27.4964202185034],[-58.7725118421701,-27.4964006453621],[-58.7734065046782,-27.4962799370938],[-58.7734612742382,-27.4962166470166],[-58.7734060317266,-27.495844815859],[-58.7732944240857,-27.4952133209778],[-58.773075678672,-27.4939809248542],[-58.7730927665533,-27.4939175740468],[-58.7749368214436,-27.493647732709],[-58.7751006834394,-27.4936513015265],[-58.7760946062312,-27.493850707694],[-58.7761592118894,-27.4938324268896],[-58.7762396392614,-27.4937957575113],[-58.7763219705944,-27.4937937055926],[-58.7764222463365,-27.4938140241316],[-58.7766214776539,-27.4938713500894],[-58.7776662641463,-27.4942280455591],[-58.7779280094303,-27.4943160220997],[-58.7780192711227,-27.4942955763105],[-58.7780472662918,-27.494273019595],[-58.7784746717124,-27.4932755004098],[-58.7789116890993,-27.4922327451185],[-58.7793557316431,-27.4911647756361],[-58.779806144942,-27.4900241974241],[-58.7802312869392,-27.4890662558783],[-58.7806112023411,-27.4881606463084],[-58.7811646088976,-27.4869057579129],[-58.7816003564112,-27.4858577463857],[-58.781625676289,-27.48572810828],[-58.781673932648,-27.4854875838032],[-58.7816762288356,-27.4852546611644],[-58.7816544530393,-27.4851235980983],[-58.7815932422585,-27.4849412033455],[-58.7815554078734,-27.4848330556474],[-58.7814882155513,-27.4846567624952],[-58.7814707564387,-27.4845335113286],[-58.7815106235188,-27.4844109393374],[-58.7815955812152,-27.4842822813247],[-58.7816912191914,-27.484192840164],[-58.7818245789119,-27.4840695356428],[-58.7821124386771,-27.4837943044162],[-58.7822620563836,-27.483627631155],[-58.7823781702994,-27.4834874290889],[-58.7824675541728,-27.4833471112877],[-58.7825775625829,-27.483137652507],[-58.7826928911644,-27.4828646249132],[-58.7827533929088,-27.4827302480764],[-58.7828356421345,-27.4825836888907],[-58.7829381252415,-27.4824210940075],[-58.7831855113445,-27.4820387653387],[-58.7833174243405,-27.4818097760935],[-58.7834048711266,-27.4816130204015],[-58.7835159295621,-27.4812999596811],[-58.7835345859285,-27.4812297105355],[-58.783593141267,-27.4809857679273],[-58.7836329058741,-27.4807861812323],[-58.7836441944004,-27.4805928386258],[-58.7836441771463,-27.4804176476142],[-58.7836376106543,-27.4802078507072],[-58.7836145166058,-27.4800434494148],[-58.7835849338154,-27.4798708752505],[-58.7835503550089,-27.4797165516685],[-58.7835086086248,-27.4795698476437],[-58.7834489368124,-27.4793811487726],[-58.7833023507593,-27.4789341481495],[-58.7831655631836,-27.4785859309268],[-58.7830818941674,-27.4784086437352],[-58.7830888605117,-27.4783550428619],[-58.7831074455923,-27.4783035027467],[-58.7831629594808,-27.4782480508969],[-58.7832528702525,-27.4781970780816],[-58.7833035269213,-27.478170625613],[-58.7845574311441,-27.4778250964245],[-58.7860770759102,-27.4771544980348],[-58.7885105842725,-27.4766451080044],[-58.787761150281,-27.4715608811461],[-58.7870779436925,-27.4716369947874],[-58.7869733825766,-27.4708581864225],[-58.787742924142,-27.4707742765796],[-58.7886662283994,-27.4766105594748],[-58.7924427596774,-27.476013293119],[-58.7939401420126,-27.4757349421876],[-58.797172023382,-27.4751369726956],[-58.798095598277,-27.4749538608332],[-58.7985914407515,-27.4748411149183],[-58.8013521392074,-27.474010226318],[-58.8033942134299,-27.4733861396485],[-58.8083352309603,-27.4721854256705],[-58.8120601233665,-27.4713049671087],[-58.8126165350995,-27.4711997218616],[-58.8127745706599,-27.4712856148454],[-58.8130033108651,-27.4721705583617],[-58.8169096034038,-27.4717547456923],[-58.8192612785388,-27.4715501782845],[-58.8230001249654,-27.471095351599],[-58.8294780994302,-27.4705086647544],[-58.835834286527,-27.4698902333934],[-58.8382866304671,-27.4696800822196],[-58.8375812065989,-27.4629382385408],[-58.8375186901928,-27.461899256234],[-58.8375093808194,-27.4617869125204],[-58.8375307718768,-27.4617473302025],[-58.8375799611152,-27.4616822522861],[-58.8377177757975,-27.4615808853316],[-58.8378329032212,-27.4615604825019]]}"
97,101,PUERTO - RIACHUELO - CREMONTE,101 C,101 C - VUELTA,,"{""type"":""LineString"",""coordinates"":[[-58.8384152462994,-27.4615460035092],[-58.8387981174286,-27.4616335019946],[-58.8412265376387,-27.4614451476546],[-58.841275686277,-27.4615105246772],[-58.8415920592148,-27.466081437396],[-58.8390851832949,-27.4662763950788],[-58.8303554293388,-27.4669615505318],[-58.8306157663678,-27.4692441975232],[-58.8185257582149,-27.4704515003917],[-58.8184113076684,-27.4704534453447],[-58.8147559829867,-27.4707694020605],[-58.8141011577278,-27.4708571438774],[-58.8127206647639,-27.4712361465491],[-58.806427076674,-27.4727454049654],[-58.8053188859289,-27.4730333496337],[-58.8043552897758,-27.4732525390623],[-58.8034307629259,-27.4734866383716],[-58.8014297367387,-27.4740993184767],[-58.7995011182053,-27.4746659349468],[-58.798254951536,-27.4750109558909],[-58.7969442794959,-27.4752737553969],[-58.7956205247083,-27.4755364292197],[-58.7935108086522,-27.4759147599109],[-58.7924622298536,-27.4761272968987],[-58.7913029377633,-27.4762980383923],[-58.7892788337373,-27.4766187242623],[-58.7886829256338,-27.4766896531637],[-58.7885418018131,-27.4766561738697],[-58.7877417465109,-27.4715523911823],[-58.7870903144072,-27.4716261665328],[-58.7869845514578,-27.4708514819838],[-58.7876185911848,-27.4707741012672],[-58.7877407408574,-27.470759620506],[-58.7886406280207,-27.4766501252563],[-58.7886284435672,-27.4767018337064],[-58.7879407506388,-27.4768432894654],[-58.7872688880608,-27.4769890784517],[-58.7860564079145,-27.4772683863347],[-58.784787727153,-27.4778238216466],[-58.783061577984,-27.4782776611473]]}"
98,101,Bº CREMONTE - RIACHUELO - PUERTO,101 C,101 C - IDA,,"{""type"":""LineString"",""coordinates"":[[-58.783061577984,-27.4782776611473],[-58.7810339939973,-27.4787513881036],[-58.7792629004811,-27.4792491109433],[-58.7779652818109,-27.4795060114213],[-58.7775332131724,-27.4795488760881],[-58.775987503649,-27.4797685851292],[-58.7704582259828,-27.4806763517246],[-58.7709001418225,-27.4821033345993],[-58.7699431407959,-27.4823048432992],[-58.7719312256349,-27.4940861296017],[-58.7749247674729,-27.4936634303473],[-58.7762108604878,-27.4938730448763],[-58.7761925317633,-27.4937562378387],[-58.7779712548458,-27.4943667638654],[-58.7780322896099,-27.4943920871133],[-58.7752825109465,-27.5009314233597],[-58.7730768644301,-27.5063710043706],[-58.7715323117109,-27.5099850479903],[-58.7684290294266,-27.5172829327503],[-58.7651654614378,-27.5248359269121],[-58.7644113146227,-27.5267538705537],[-58.7639543629716,-27.5278346075559],[-58.7632492137547,-27.5288781416042],[-58.7622952075847,-27.5299427853704],[-58.761301278881,-27.5310653887265],[-58.7601350187819,-27.5323847436796],[-58.758276579351,-27.5347477096596],[-58.757057534888,-27.5360946230882],[-58.754970798616,-27.5386397655996],[-58.7532665075778,-27.5417248476482],[-58.7521575228685,-27.544946082171],[-58.7492919856536,-27.5586995213295],[-58.7480380854412,-27.5616998524761],[-58.742953838874,-27.5672036074763],[-58.7408565939462,-27.5757104210557],[-58.7404957282573,-27.582471079086],[-58.7468006012926,-27.581804635665],[-58.7468199626934,-27.5817297234278],[-58.7411305775737,-27.5823871813709],[-58.7404851882492,-27.5824629686257],[-58.7406566005355,-27.5757662460908],[-58.7427270194461,-27.5671418930572],[-58.7479403216922,-27.5616205783397],[-58.7491502045721,-27.5586925770354],[-58.7520778036186,-27.5449012740253],[-58.7532058858265,-27.5416712571167],[-58.7548849672421,-27.5386248627573],[-58.7569835849751,-27.5360585218879],[-58.7582537973887,-27.5347372997454],[-58.7602314778337,-27.5322427140119],[-58.7610598257027,-27.5313023591696],[-58.7616665627597,-27.5305787343662],[-58.7622164793169,-27.5299624973317],[-58.7631774522775,-27.5288600064976],[-58.7638859054089,-27.5278135860735],[-58.7651137823625,-27.524777145422],[-58.766551832931,-27.5213663748267],[-58.7679554614288,-27.5181010872412],[-58.7687754102095,-27.5161370436359],[-58.7693196941337,-27.514841265704],[-58.7703332921253,-27.5125173234786],[-58.7717640149438,-27.5091472466893],[-58.7727650069688,-27.5067706806426],[-58.7742361727924,-27.5032784510469],[-58.7755804668584,-27.5000125447006],[-58.7773136474569,-27.4958751960867],[-58.7780576135322,-27.4942457731088],[-58.7787928738607,-27.4925142036791],[-58.7797408514029,-27.490172103377],[-58.7807003879042,-27.4879642391337],[-58.7814120328688,-27.4862907685476],[-58.7816611682629,-27.4856397314716],[-58.781798683907,-27.4851346106724],[-58.7818623219777,-27.4849831789238],[-58.7818873073724,-27.4848245002811],[-58.7818848407252,-27.4846966699808],[-58.7818515433719,-27.4845547526902],[-58.7817945149816,-27.4844575334527],[-58.7817766331175,-27.4843226596456],[-58.7818053392458,-27.4841778307275],[-58.781892213638,-27.4840266023016],[-58.7820172839601,-27.4839240681216],[-58.7821922447215,-27.483863421829],[-58.7823287050871,-27.483781712754],[-58.7824310696818,-27.4836306194736],[-58.7825938808856,-27.4832658887951],[-58.782737289078,-27.4829044424881],[-58.7828529413693,-27.4826014762373],[-58.7830397454258,-27.4821678688856],[-58.7831273757178,-27.4819475603428],[-58.7832633764448,-27.4815549599593],[-58.7833595482546,-27.4812621857555],[-58.7834040079243,-27.4810933140252],[-58.7834330524859,-27.4809173989622],[-58.7834700700605,-27.4807208278126],[-58.783479826779,-27.4805378355712],[-58.7834856728082,-27.4803582634393],[-58.7834764834269,-27.4801371083869],[-58.7834602317746,-27.479853714333],[-58.7834315272944,-27.4796462058837],[-58.7833695628487,-27.4792933264203],[-58.7833204335329,-27.4789616702624],[-58.7832722880202,-27.4786292518844],[-58.7833030397756,-27.4782979084884],[-58.7834016389166,-27.4781364184357],[-58.783880313913,-27.4779983985562],[-58.7847000412084,-27.4777868455411],[-58.7860011108231,-27.4772120501261],[-58.7872403187266,-27.4769108222933],[-58.7879058657107,-27.4767445653223],[-58.788544682472,-27.4766305633968],[-58.7877633848886,-27.4715214908846],[-58.7870964444861,-27.4715968583893],[-58.7869959794468,-27.4708688530467],[-58.7876506387827,-27.4707889996665],[-58.7877569643134,-27.4707826350479],[-58.7886639631154,-27.4766359756034],[-58.7899708251515,-27.4764257127826],[-58.7913234842347,-27.4762129190298],[-58.7926536670752,-27.4759620069459],[-58.7949599221919,-27.4755503967417],[-58.7956446540657,-27.4754221784696],[-58.7969453643713,-27.4751738860719],[-58.798229849701,-27.4749137766413],[-58.7986328512311,-27.4748356022156],[-58.8013785732481,-27.4739931668419],[-58.8034187020834,-27.4733924881929],[-58.8040485602811,-27.4731966844025],[-58.8052906662994,-27.4729215638807],[-58.8064347540821,-27.4726397595021],[-58.8082866714073,-27.4722065326508],[-58.809486383488,-27.4719193465572],[-58.8112957481076,-27.471488631371],[-58.8127183410722,-27.4711479123576],[-58.8128221879068,-27.4712202442252],[-58.8129325427078,-27.4721676161406],[-58.8294601114385,-27.4704745960882],[-58.8382790834958,-27.4696496139033],[-58.837521532748,-27.4618782300862],[-58.8375193526054,-27.4618361121361],[-58.8376995013265,-27.4615811401962],[-58.8384169036671,-27.4615438301855]]}"
30,102,LAGUNA BRAVA - CENTRO,102 C,102 C - IDA,41,"{""type"":""LineString"",""coordinates"":[[-58.7185222443478,-27.4975429581082],[-58.7164294398404,-27.4978405878736],[-58.7157532874238,-27.4941631007249],[-58.7178108651998,-27.4938917401458],[-58.7176962412775,-27.4930126859643],[-58.7177557501564,-27.4929448256901],[-58.7186058341475,-27.4928164476778],[-58.7186651767595,-27.4927831545081],[-58.7186809623747,-27.4927162222357],[-58.7181682625112,-27.4900054071434],[-58.7181545139168,-27.489951709228],[-58.719260287284,-27.4897594436818],[-58.719740941083,-27.4896783781793],[-58.7200760168089,-27.4896250949639],[-58.7203303135749,-27.4896030421394],[-58.7206696183273,-27.4895802797726],[-58.720928998032,-27.4895715661574],[-58.7211612790576,-27.489567980608],[-58.7214745706128,-27.4895740531226],[-58.722014283442,-27.489602871216],[-58.7227451681184,-27.4896595032135],[-58.723498586301,-27.4897256703703],[-58.7242150820821,-27.4897877328919],[-58.725139616416,-27.4898661828875],[-58.7260299347625,-27.4899404976801],[-58.727373668979,-27.4900574648507],[-58.7289222659769,-27.4901926583369],[-58.7293150109232,-27.4902377043323],[-58.7296353161775,-27.4902785290492],[-58.7299669999253,-27.4903305928692],[-58.7303883402857,-27.4904078751929],[-58.7307493121845,-27.4904776521216],[-58.7318844501953,-27.4907434655101],[-58.7334030986299,-27.491123171957],[-58.7347806352134,-27.4914580081287],[-58.7364902076037,-27.4918727168737],[-58.7381282058291,-27.492261607579],[-58.7386487413572,-27.4923898641397],[-58.7389404443405,-27.4924556729997],[-58.7394629400891,-27.4925478745285],[-58.7397277295304,-27.4925860470025],[-58.740181958912,-27.4926307413385],[-58.7405829520501,-27.4926574153361],[-58.7412894434606,-27.4926806873383],[-58.7417220492882,-27.4926708755137],[-58.7421128543467,-27.4926431606481],[-58.7426392174351,-27.4925919696258],[-58.7433159955638,-27.4924969627438],[-58.744935957159,-27.4922491052146],[-58.7466046090146,-27.4919578165087],[-58.7486271590154,-27.4916153121224],[-58.7508507499057,-27.4912454897276],[-58.7518701445698,-27.4910787486084],[-58.7539208439561,-27.4907446488327],[-58.755647536577,-27.4904630878949],[-58.7559328669838,-27.4904072724557],[-58.7562207812528,-27.4903502610561],[-58.7564924225811,-27.4902807144563],[-58.7568043622812,-27.4901997200731],[-58.7572348899257,-27.490065423785],[-58.7592246999756,-27.4894236152029],[-58.7617726738472,-27.4885889952215],[-58.764036059917,-27.4878648069978],[-58.7684994744433,-27.4864330199962],[-58.7689990730116,-27.4862656757136],[-58.7694624095317,-27.4861402828658],[-58.769741114714,-27.4860800050799],[-58.7703726477241,-27.4859671124222],[-58.7715366646324,-27.4857885112442],[-58.7737272658478,-27.4854401442063],[-58.7755292885154,-27.4851572553734],[-58.7768679805656,-27.4849510659397],[-58.7785456462091,-27.4846761744944],[-58.7795834523861,-27.4845162540899],[-58.7803291922119,-27.4844384143365],[-58.7806793497465,-27.4843720733626],[-58.7809673234345,-27.4843335640262],[-58.7813588047784,-27.4842959603963],[-58.7816505740838,-27.4842609021868],[-58.7818166613911,-27.4841495183871],[-58.7819174640497,-27.4840478210146],[-58.7820720499367,-27.4839363362378],[-58.7822527938319,-27.4838866278987],[-58.7823640437517,-27.4838807625469],[-58.7824787136632,-27.4839125395426],[-58.7825930828636,-27.483971668376],[-58.7827300779518,-27.4840651881997],[-58.7828405010591,-27.4841345402847],[-58.7829743019038,-27.4841699034974],[-58.7830699169432,-27.4841912554387],[-58.7832501723556,-27.4841859927002],[-58.7834419661995,-27.4841774112601],[-58.783595498935,-27.4841616565367],[-58.7837912765948,-27.4841394321462],[-58.7840698930073,-27.4841148586317],[-58.7842795704762,-27.4840947254845],[-58.7845627730887,-27.4840606883538],[-58.7848891186562,-27.4840190866008],[-58.7851003053915,-27.483990156234],[-58.7877953812285,-27.4837778812544],[-58.7897179902406,-27.483644548626],[-58.7900404632417,-27.4836178635176],[-58.7902948613912,-27.4835851547754],[-58.7905596674464,-27.4835433678787],[-58.7908252710594,-27.4834964737916],[-58.7912454792149,-27.4834096281921],[-58.7915863482225,-27.4833406431895],[-58.7918633089512,-27.4832696369712],[-58.7935920775036,-27.4827681427955],[-58.7974840143774,-27.4816435843451],[-58.8028592840763,-27.4800801953718],[-58.8040093488583,-27.4797571912716],[-58.8043101632305,-27.4796791534281],[-58.8044903814477,-27.4796363011219],[-58.8046297218933,-27.4796009025136],[-58.8048236182521,-27.4795616466228],[-58.8050557686409,-27.4795173182661],[-58.8051831212179,-27.4794995616829],[-58.8055062221967,-27.479457236142],[-58.8061910097138,-27.4793701519341],[-58.8085627951661,-27.4790846028018],[-58.8091916830686,-27.4789873630398],[-58.8104076644015,-27.4788511708044],[-58.8126298958542,-27.4785696011247],[-58.8146665804113,-27.4783203852493],[-58.8173043552583,-27.47798716113],[-58.8197726042094,-27.4776880775039],[-58.8228510987037,-27.4773040914144],[-58.8250413149732,-27.4770250697106],[-58.8279106761497,-27.4766688904062],[-58.8301875954596,-27.4763817651514],[-58.8353747772101,-27.4757062091237],[-58.838711509772,-27.4753058983983],[-58.8388178046738,-27.4752462278909],[-58.8388556046696,-27.4751903292498],[-58.838725724678,-27.4742003207027],[-58.8384971066445,-27.4719047807595],[-58.838263112594,-27.4696194538203],[-58.8380308267174,-27.4674787595021],[-58.837921676688,-27.46634424214],[-58.8377200119135,-27.4640789479701],[-58.8374631089985,-27.4618474328322]]}"
28,102,17 DE AGOSTO - PUERTO,102 A,102 A - IDA,31,"{""type"":""LineString"",""coordinates"":[[-58.7894757880085,-27.4883595354464],[-58.7896434939453,-27.4893235330024],[-58.7887068012652,-27.48946860109],[-58.7868434640095,-27.4897855765919],[-58.784846560423,-27.4901107289167],[-58.7833526848364,-27.4903039723864],[-58.7814470786574,-27.4905556805158],[-58.7812099626028,-27.4905892739969],[-58.7810205517802,-27.4906903909212],[-58.780906514366,-27.4907106526773],[-58.7807707828455,-27.4907164929798],[-58.7805888776163,-27.4906682346117],[-58.780015139389,-27.4904625655199],[-58.7797320523518,-27.4903627258481],[-58.7797021936898,-27.4902643021879],[-58.7803323756559,-27.4887912875266],[-58.7808735974066,-27.4874963583253],[-58.7813914977576,-27.4862820292835],[-58.7816931782592,-27.4856153254355],[-58.7818766752367,-27.4849672609445],[-58.7818896057701,-27.484837439984],[-58.781887577918,-27.4846732949139],[-58.7818545800389,-27.4845362333466],[-58.7818026774548,-27.4843750710752],[-58.781828049384,-27.4841598760156],[-58.7819408419224,-27.4840138324082],[-58.7820684796205,-27.4839123697579],[-58.782226071384,-27.4838761361401],[-58.7823907662149,-27.4838912542794],[-58.7825855660267,-27.4839579253484],[-58.7826995593898,-27.4840512440105],[-58.7828368178002,-27.4841208307941],[-58.7830047829497,-27.4841872666199],[-58.7836183879688,-27.4841721145352],[-58.7839867537486,-27.4841445594211],[-58.784270667073,-27.4841265236573],[-58.7850005562722,-27.4839961241697],[-58.7869804675399,-27.483831215557],[-58.7894348016347,-27.483667769175],[-58.7898861463335,-27.4836314655206],[-58.7902134758809,-27.4835928292585],[-58.7907497413615,-27.4835187025265],[-58.7917626581068,-27.4832995466517],[-58.7928621824446,-27.4829911540693],[-58.7945765175121,-27.4824929292721],[-58.7965947022649,-27.4819106489423],[-58.7980493637362,-27.4814868264303],[-58.8005699517758,-27.4807583286006],[-58.8024656081209,-27.4802085481969],[-58.8040129648658,-27.4797567925856],[-58.8045104451052,-27.4796342249132],[-58.8047639651846,-27.4795782225315],[-58.805100857878,-27.4795092207404],[-58.8063089663603,-27.4793562245642],[-58.808324336617,-27.4791147602659],[-58.8092906062331,-27.4789764731406],[-58.810948914886,-27.4787869769766],[-58.813231056059,-27.4785004384266],[-58.8146377974249,-27.4783340382162],[-58.8171901232427,-27.4780084220757],[-58.8186473754832,-27.4778285406945],[-58.820374814262,-27.4776163195507],[-58.8220698770421,-27.4774129127917],[-58.8234629758607,-27.4772278292721],[-58.8250162161398,-27.4770299501333],[-58.8278824749322,-27.4766740750272],[-58.8301659814808,-27.4763815801563],[-58.8326555091436,-27.4760608789487],[-58.8346334288532,-27.4758061618779],[-58.8387210183525,-27.4753078945601],[-58.8388326500591,-27.4752007299741],[-58.8388367106026,-27.4751139407982],[-58.8386076278493,-27.4730515414945],[-58.8383887224609,-27.4707432162546],[-58.8381348468649,-27.4685010108049],[-58.8380478148015,-27.4674707214634],[-58.8378547815941,-27.4656677453271],[-58.8376822464137,-27.4640645307808],[-58.8374978609304,-27.4621905199458],[-58.8374797567767,-27.4618132499969],[-58.8375797241113,-27.4616950214861],[-58.8377500355295,-27.4615661328954],[-58.8379711116709,-27.4615405649344]]}"
