gid,tipo_recorrido,cantidad_paradas,linea_ramal,lng,lat
484,IDA,1,108-A-B,-58.826404835116712,-27.463238278545816
485,IDA,1,108-A-B,-58.829074890323263,-27.46140415044616
486,IDA,1,108-A-B,-58.832197149330725,-27.461085638146447
487,IDA,8,108-A-B 106-A 106-B 106-C 105-C-PERICHON 103-A 103-B 103-C-ESPERANZA-PUERTO,-58.834657573136546,-27.461063509946676
488,IDA,2,108-A-B 108-C,-58.797769403943512,-27.506457047641433
502,VUELTA,1,108-A-B,-58.847231589667466,-27.475743211628298
503,VUELTA,1,108-A-B,-58.844699344658615,-27.476143894847066
504,IDA,2,108-A-B 108-C,-58.79971417314821,-27.505803594441634
505,VUELTA,1,108-A-B,-58.843439376955587,-27.47629057814693
506,VUELTA,1,108-A-B,-58.840745768549169,-27.476657873146667
507,VUELTA,1,108-A-B,-58.838171350843012,-27.477025419546404
508,VUELTA,1,108-A-B,-58.837113806040215,-27.479465391646212
509,VUELTA,1,108-A-B,-58.836540400039148,-27.47693422444625
510,VUELTA,1,108-A-B,-58.836802334539946,-27.475491028346326
513,IDA,2,108-A-B 108-C,-58.800781021750772,-27.505694378241738
515,VUELTA,1,108-A-B,-58.829657684124648,-27.461352434146207
516,VUELTA,1,108-A-B,-58.825427589014275,-27.464203957545681
517,VUELTA,2,108-A-B 108-C,-58.821667909152374,-27.467372754665277
518,VUELTA,2,108-A-B 108-C,-58.819901148800589,-27.468941409244987
519,IDA,1,108-A-B,-58.802323459554444,-27.505603183141915
520,VUELTA,1,108-A-B,-58.813501766775687,-27.473345048124283
521,VUELTA,2,108-A-B 110-A,-58.814122329486082,-27.475663863244183
522,VUELTA,2,108-A-B 110-A,-58.814726748487239,-27.478057650944162
523,VUELTA,3,108-A-B 102-B 110-B,-58.815964252689106,-27.486948168043931
524,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.789524544919416,-27.543129969539233
525,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.789979514620669,-27.541723067039349
526,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.790498941122443,-27.537319550439548
527,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.790629615022915,-27.536142898839618
528,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.790710835623187,-27.535267660539667
529,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.79087009182372,-27.534004172439719
530,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.791081651024449,-27.532326450639818
531,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.791187095324844,-27.531275862939854
532,IDA,3,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO 103-D,-58.791433104225455,-27.530725507139891
533,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.789387416918572,-27.547310611339057
534,IDA,1,103-C-ESPERANZA-MONTAÃ‘A,-58.793414837631069,-27.523489745440369
535,IDA,1,103-B 103-C-ESPERANZA-MONTAÃ‘A,-58.792315886228486,-27.52331540184025
536,IDA,1,103-B 103-C-ESPERANZA-MONTAÃ‘A,-58.791155830925717,-27.523213226440173
537,VUELTA,1,103-B 103-C-ESPERANZA-MONTAÃ‘A,-58.790897500625164,-27.523018682440153
539,VUELTA,1,103-B 103-C-ESPERANZA-MONTAÃ‘A,-58.793248540630699,-27.523235354640352
541,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.788194336815771,-27.547173148138967
542,VUELTA,1,103-B 103-C-ESPERANZA-MONTAÃ‘A,-58.79498946193474,-27.524187119740493
551,VUELTA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.790162156221101,-27.541772604139368
552,VUELTA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.790353682721218,-27.544574925739266
553,VUELTA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.790758444821883,-27.546999139839222
554,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.785989058110552,-27.546735277538755
555,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.786119732011016,-27.545636745238813
556,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.786189134111268,-27.544729739538862
557,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.7862768088116,-27.543802533438907
558,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.786633961712553,-27.542876249238958
560,IDA,2,102-A 102-C,-58.794756780339277,-27.482367709342057
562,IDA,5,102-A 102-C 102-B 104-C 104-C 108-A-B,-58.838740726597649,-27.474335341459611
563,IDA,6,102-A 102-C 102-B 104-A 104-C 104-C 108-A-B,-58.838388350998933,-27.470933558888756
565,VUELTA,5,102-A 102-B 106-A 106-B 106-C 108-A-B,-58.841483627452284,-27.465046003547183
566,VUELTA,5,102-A 102-B 106-A 106-B 106-C 108-A-B,-58.839172783521519,-27.466294142095734
569,IDA,3,102-A 101-B 101-C,-58.781317320506915,-27.48611240844059
570,VUELTA,2,102-A 106-A,-58.781879075708225,-27.48621894244064
571,VUELTA,1,102-A,-58.781756951407736,-27.487889707240555
572,VUELTA,1,102-A,-58.782027938308119,-27.48971612394055
576,IDA,1,102-A,-58.789737529027221,-27.48357101544152
577,IDA,2,105-C-250VIV 105-C-PERICHON,-58.768594094380269,-27.45733641284043
578,IDA,2,105-C-250VIV 105-C-PERICHON,-58.767107144776759,-27.457148993540283
579,IDA,3,105-B 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-58.806078822262094,-27.467467939848596
580,IDA,3,105-C-250VIV 105-B 105-C-PERICHON 109-A 109-B-YECOHA,-58.808126931712096,-27.467074363861762
581,IDA,3,105-C-250VIV 105-B 105-C-PERICHON 109-A 109-B-YECOHA 104-C,-58.810849614987696,-27.467243545592812
582,IDA,2,105-C-250VIV 105-C-PERICHON,-58.766476658075163,-27.457921804940177
583,IDA,2,105-C-250VIV 105-C-PERICHON,-58.768423941779751,-27.458146859040383
584,VUELTA,2,105-C-250VIV 105-C-PERICHON,-58.822767927307311,-27.469670970145224
586,VUELTA,2,105-C-250VIV 105-C-PERICHON,-58.816127824577769,-27.467417069861426
587,VUELTA,2,105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA 104-C,-58.814124604239709,-27.467632149686871
588,VUELTA,3,105-C-250VIV 105-B 105-C-PERICHON 109-A 109-B-YECOHA,-58.810863303092177,-27.467416282743002
589,VUELTA,3,105-C-250VIV 105-C-PERICHON 105-B,-58.809155426447411,-27.467259809844744
591,VUELTA,3,105-C-250VIV 105-B 105-C-PERICHON 109-A 109-B-YECOHA,-58.807210444470662,-27.467323366643825
592,VUELTA,3,105-C-250VIV 105-B 105-C-PERICHON 109-A 109-B-YECOHA,-58.802631285151477,-27.468646551436347
607,IDA,1,105-A 105-B 110-A,-58.783891403018174,-27.444182105442426
594,VUELTA,3,105-A 105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-58.774856392544208,-27.463012064932141
595,VUELTA,2,105-C-250VIV 105-C-PERICHON 109-A 109-B-YECOHA,-58.768559001113331,-27.461405626885742
596,VUELTA,1,105-C-250VIV 105-C-PERICHON,-58.767627409577685,-27.459562562540246
597,IDA,2,105-C-250VIV 105-C-PERICHON,-58.768535756380039,-27.458026830240371
598,IDA,1,105-B,-58.784290130119267,-27.442973937942526
599,IDA,1,105-B,-58.786751978923562,-27.455592809342285
600,IDA,1,105-B,-58.787187586424338,-27.45763682024225
601,IDA,1,105-B,-58.785210546919593,-27.458101764442038
602,IDA,1,105-B,-58.784048899016689,-27.459281433441877
603,IDA,1,105-B,-58.784291052217043,-27.461051859041849
604,IDA,1,105-B,-58.786823057523009,-27.46155368364207
605,IDA,1,105-B,-58.788013203925601,-27.463421423142115
606,IDA,1,105-B,-58.789224640428237,-27.465270554742148
608,IDA,1,105-B,-58.81849231849737,-27.467849498744897
610,IDA,1,105-B,-58.818721479697757,-27.469342315644859
612,IDA,1,105-B,-58.781649663012196,-27.449597485441981
618,VUELTA,1,105-B,-58.786667908422608,-27.461679663642037
619,VUELTA,1,105-B,-58.784860686318382,-27.461099468241883
620,VUELTA,1,105-B,-58.784534546417831,-27.459327701541927
621,VUELTA,1,105-B,-58.786778549623222,-27.458838785142177
622,VUELTA,1,105-B,-58.787091865124083,-27.457955332542223
623,VUELTA,1,105-B,-58.786690958723383,-27.455818366342282
624,IDA,1,105-B,-58.784687264719196,-27.45107479594224
625,VUELTA,1,105-B,-58.786247556022602,-27.453507140342303
626,VUELTA,1,105-B,-58.785283218020439,-27.452635422442242
627,VUELTA,1,105-B,-58.784643846519089,-27.451171355442241
628,VUELTA,1,105-B,-58.783431404216259,-27.450784111542152
633,IDA,1,105-B,-58.785144413720147,-27.452267205442251
634,IDA,1,105-B,-58.786392479122945,-27.453466069042335
635,IDA,1,104-B,-58.841515311048198,-27.500436242745849
636,IDA,1,104-B,-58.846371618160696,-27.49234904734659
637,IDA,2,104-B 110-B,-58.847346182063035,-27.492178727046706
638,IDA,1,104-B,-58.849547437468296,-27.491799110646912
639,IDA,2,104-B 110-B,-58.851433952372844,-27.491240540647095
640,IDA,1,104-B,-58.851556747273278,-27.489944866047171
641,IDA,2,104-B 110-B,-58.851663197473769,-27.48808752014725
642,IDA,1,104-B,-58.850553684971267,-27.486704673747209
643,IDA,1,104-B,-58.850264928370734,-27.485535230647208
644,IDA,1,104-B 104-A,-58.849801828169859,-27.483723649847249
645,IDA,1,104-B,-58.849285670668785,-27.482419341947239
646,IDA,1,104-B,-58.841516039048514,-27.499498498939353
647,IDA,1,104-B,-58.849039577968306,-27.481330784147268
648,IDA,1,104-B,-58.848871939868062,-27.480119934447284
649,IDA,1,104-B,-58.848707235467806,-27.478977145747326
650,IDA,1,104-B,-58.848552421767558,-27.477789681547357
651,IDA,1,104-B,-58.84837698846728,-27.476622836747381
652,IDA,1,104-B,-58.848237429767046,-27.4757164177474
609,IDA,1,105-A 105-B 110-A,-58.782905355915524,-27.446654347842252
654,IDA,1,104-B,-58.843470138555887,-27.474567929346996
655,IDA,1,104-B 104-A 110-A,-58.844583674358638,-27.47359336554717
656,IDA,1,104-B,-58.845953696461919,-27.473449532047287
657,IDA,1,104-B,-58.841306753299087,-27.497498924239057
658,IDA,1,104-B,-58.845840456961774,-27.4723476470473
659,IDA,1,104-B,-58.845762672861703,-27.471440138447349
660,IDA,1,104-B,-58.845571900761527,-27.468898661547435
661,IDA,1,104-B,-58.845504845561464,-27.468120653247443
662,IDA,1,104-B,-58.843141065055875,-27.468125766247205
663,IDA,1,104-B,-58.841889730652866,-27.468231210647104
664,IDA,1,104-B,-58.841233897960045,-27.496825038042228
611,IDA,1,105-A 105-B,-58.782195073413625,-27.448317233542085
632,VUELTA,1,105-A 105-B 110-A,-58.783715718317744,-27.444199875142424
667,VUELTA,1,104-B 108-A-B,-58.840855487650288,-27.469345333146972
668,VUELTA,1,104-B 108-A-B,-58.843271152156042,-27.469143748447177
669,IDA,1,104-B,-58.841144230634654,-27.495930858491253
670,VUELTA,1,104-B 108-A-B,-58.845447178061235,-27.468959514147414
671,VUELTA,1,104-B 108-A-B,-58.846791216264407,-27.468995723947533
672,VUELTA,1,104-B,-58.847187847865108,-27.47113797084749
673,VUELTA,1,104-B,-58.84733763246529,-27.472521990647447
674,VUELTA,1,104-B,-58.847086845964398,-27.475239236047308
675,VUELTA,1,104-B,-58.8471358666241,-27.475891069274972
676,VUELTA,1,104-B,-58.847302260864701,-27.476792151247281
677,VUELTA,1,104-B,-58.847457158464927,-27.477971233547247
678,VUELTA,1,104-B,-58.84764843346526,-27.479127349447229
679,VUELTA,1,104-B,-58.847795954965477,-27.480316909147206
680,IDA,1,104-B,-58.84097543274757,-27.494989933545984
681,VUELTA,1,104-B,-58.847946577765711,-27.481463804947165
682,VUELTA,1,104-B,-58.848110443965943,-27.482610868447122
683,VUELTA,1,104-B,-58.848257211066183,-27.483506390947095
684,VUELTA,2,104-B 110-A,-58.849985056670278,-27.483700180547256
685,VUELTA,2,104-B 110-A 104-A,-58.850433823671146,-27.485410340247249
686,VUELTA,1,104-B 104-A,-58.850706654671647,-27.486697381447208
689,VUELTA,2,104-B 110-B,-58.851590191073214,-27.491271805147136
690,VUELTA,2,104-B 110-B,-58.849491362568159,-27.491906734346923
692,VUELTA,1,104-B 104-A,-58.846524839361052,-27.492461616246601
693,VUELTA,2,104-B 110-B 104-A,-58.844786684056878,-27.492788845746446
694,VUELTA,2,104-B 110-B 104-A,-58.842757844452017,-27.493167875446247
695,VUELTA,2,104-B 110-B,-58.841084894739318,-27.493449542792618
696,VUELTA,1,104-B,-58.841205013048125,-27.495003596046018
697,VUELTA,1,104-B,-58.841287574748193,-27.495915211845986
698,VUELTA,1,104-B,-58.841394863148338,-27.49684065774597
699,VUELTA,1,104-B,-58.841452362948409,-27.497494865345939
700,VUELTA,1,104-B,-58.841608350248649,-27.498607311545925
701,IDA,2,104-B 110-B,-58.842731609051974,-27.492994956746237
702,VUELTA,1,104-B,-58.841643645321874,-27.499480925370602
703,VUELTA,1,104-B,-58.841672279495604,-27.50037365653737
704,IDA,2,104-B 110-B,-58.844934457057242,-27.492616849146454
705,VUELTA,3,103-B 103-D 103-C-ESPERANZA-PUERTO 110-B,-58.821750954753313,-27.488379817892305
706,IDA,2,109-B-YECOHA 109-A,-58.832269652729671,-27.471353218046065
707,IDA,2,109-B-YECOHA 109-A,-58.828457144120563,-27.471766110645689
708,IDA,2,109-B-YECOHA 109-A,-58.825865292014399,-27.472028967145448
709,IDA,2,109-B-YECOHA 109-A,-58.823479634708711,-27.472238430845206
710,IDA,2,109-B-YECOHA 109-A,-58.82294168420762,-27.470522655245215
711,IDA,2,109-B-YECOHA 109-A,-58.822682934807219,-27.468670925245245
712,IDA,1,109-B-YECOHA,-58.749943018737206,-27.447934599738907
713,IDA,1,109-B-YECOHA,-58.74481421602551,-27.443992255338518
714,IDA,1,109-B-YECOHA,-58.743391052622286,-27.442952228838415
715,IDA,1,109-B-YECOHA,-58.741161214917199,-27.441295294238259
716,IDA,1,109-B-YECOHA,-58.735265384203821,-27.436787171437818
717,IDA,1,109-B-YECOHA,-58.725398375381374,-27.429470105237066
718,IDA,1,109-B-YECOHA,-58.719444122867486,-27.42746079533654
719,IDA,1,109-B-YECOHA,-58.717825409763719,-27.427034827036376
720,IDA,1,109-B-YECOHA,-58.716600562160714,-27.427841752836216
721,VUELTA,1,109-B-YECOHA,-58.716446167560349,-27.427802274136216
722,VUELTA,1,109-B-YECOHA,-58.717884250663893,-27.426818573936401
723,VUELTA,1,109-B-YECOHA,-58.719487205867615,-27.427279411036547
724,VUELTA,1,109-B-YECOHA,-58.725475908081563,-27.429235663337089
725,VUELTA,1,109-B-YECOHA,-58.735358842404054,-27.436537223037824
726,VUELTA,1,109-B-YECOHA,-58.741377216617742,-27.441143497938292
727,VUELTA,1,109-B-YECOHA,-58.743526755622639,-27.442749973538447
728,VUELTA,1,109-B-YECOHA,-58.744853610925666,-27.443737026438541
729,VUELTA,1,109-B-YECOHA,-58.750767881839117,-27.448148002938972
730,IDA,1,106-B,-58.791161614428155,-27.5035973937409
731,IDA,1,106-B,-58.790240610826892,-27.495941782441104
732,IDA,1,106-B,-58.791192040729271,-27.495107699341222
733,IDA,1,106-B,-58.792499869032383,-27.494945341841369
734,IDA,1,106-B,-58.793414167034562,-27.494829168641449
735,IDA,1,106-B,-58.796002498740933,-27.493056647541774
736,IDA,1,106-B,-58.79580896064062,-27.491890641041788
737,IDA,1,106-B,-58.795646184040393,-27.490714492341827
738,IDA,1,106-B,-58.795459099940089,-27.489547480041836
739,IDA,3,106-B 106-C 106-A,-58.795521293740428,-27.487923905341916
740,IDA,1,106-B,-58.792785524332032,-27.503479795641059
741,VUELTA,1,106-B,-58.796410927656645,-27.487000186353832
742,IDA,1,106-B,-58.796477836542948,-27.485845612442084
743,IDA,1,106-B,-58.796345234742752,-27.484845483742124
744,IDA,1,106-B,-58.796241969742681,-27.483434809442151
745,IDA,1,106-B,-58.795779288641747,-27.482098063542164
746,IDA,1,106-B,-58.792785859632154,-27.502336168741103
747,IDA,1,106-B,-58.792706399132115,-27.501148453041154
748,IDA,1,106-B,-58.791183239728575,-27.500627182541027
749,IDA,1,106-B,-58.790730114027596,-27.499671310341011
750,VUELTA,1,106-B,-58.799695397650943,-27.482845729342522
751,VUELTA,1,106-B,-58.799820707151099,-27.484169483342487
753,VUELTA,1,106-B,-58.79882024314854,-27.485510420142337
754,VUELTA,1,106-B,-58.79671219454351,-27.485780652742108
755,IDA,1,106-B,-58.796337778786345,-27.486797069826434
756,IDA,1,106-B,-58.796405838657989,-27.48776853235271
757,VUELTA,3,106-B 106-C 110-B,-58.795502350640334,-27.48814803744191
758,VUELTA,1,106-B,-58.7956692343406,-27.489326784541888
759,IDA,1,106-B,-58.790489888627192,-27.498378569341014
760,VUELTA,1,106-B,-58.795872579240935,-27.490491282341857
761,VUELTA,1,106-B,-58.796046168441215,-27.49164731434184
762,VUELTA,1,106-B,-58.796246663641547,-27.492783229941807
763,VUELTA,1,106-B,-58.7964065065418,-27.493899447941782
764,VUELTA,1,106-B,-58.796552267842017,-27.494925812041739
765,VUELTA,1,106-B,-58.793578620034808,-27.496151832941404
766,VUELTA,1,106-B,-58.791812217730538,-27.496525330541232
767,VUELTA,1,106-B,-58.790497432427351,-27.497300572841052
768,VUELTA,1,106-B,-58.790688036827675,-27.498380916341048
769,IDA,1,106-B,-58.790266091826787,-27.497193452041042
771,VUELTA,1,106-B,-58.791010572528165,-27.500491898640995
772,VUELTA,1,106-B,-58.792915779132599,-27.501238558541168
773,VUELTA,1,106-B,-58.792994066032655,-27.50235771024111
774,VUELTA,1,106-B,-58.792996748232518,-27.503498571141055
775,VUELTA,1,106-B,-58.79124115862831,-27.503706358440898
776,IDA,6,106-B 106-A 106-C 105-C-PERICHON 103-B 103-A,-58.832489170077174,-27.463203747552836
777,IDA,3,106-B 106-C 106-A,-58.833236211781802,-27.46987963924779
778,VUELTA,1,105-C-PERICHON,-58.745962872030994,-27.422441544139442
779,VUELTA,1,105-C-PERICHON,-58.746288760431476,-27.424597788739394
780,VUELTA,1,105-C-PERICHON,-58.745132225430105,-27.413850177139697
781,VUELTA,1,105-C-PERICHON,-58.747831282036728,-27.412090228940038
782,IDA,1,105-C-PERICHON,-58.752259273846327,-27.418999850840212
783,VUELTA,2,105-C-PERICHON 105-C-250VIV 109-A 109-B-YECOHA,-58.821490944404616,-27.466947186845214
784,IDA,1,105-C-PERICHON,-58.746471234431915,-27.424604913339415
785,VUELTA,1,105-C-PERICHON,-58.750295980638093,-27.447513241438937
786,IDA,1,105-C-PERICHON,-58.749452593536645,-27.442926999239038
787,VUELTA,1,105-C-PERICHON,-58.749225946936164,-27.442657940239005
788,IDA,1,105-C-PERICHON,-58.750382984838296,-27.447555653838933
789,VUELTA,1,105-C-PERICHON,-58.7686640660094,-27.457322321677676
790,VUELTA,1,105-C-PERICHON,-58.767110241897399,-27.457092871510692
791,VUELTA,1,105-C-PERICHON,-58.766297067294502,-27.457930537266826
792,VUELTA,1,105-C-PERICHON,-58.768586128927616,-27.458028984214611
793,VUELTA,1,104-C,-58.83830940074089,-27.497798374045622
794,VUELTA,2,104-C 103-A,-58.830330415621297,-27.503308050444698
795,VUELTA,2,104-C 104-D,-58.825826651415561,-27.461368192145855
796,VUELTA,2,104-C 104-D,-58.829964294125233,-27.462589267746186
797,VUELTA,2,104-C 104-D,-58.830061440425368,-27.463525023446156
798,VUELTA,2,104-C 103-A,-58.828756964817529,-27.503494380144527
799,VUELTA,10,104-C 105-C-250VIV 105-A 105-B 105-C-PERICHON 104-B 108-C 104-D 104-A 108-A-B,-58.839279829058412,-27.467593800053212
800,VUELTA,4,104-C 104-D 104-A 110-A,-58.83954765934687,-27.472011365146731
801,VUELTA,4,104-C 104-A 104-D 110-A,-58.839679841946953,-27.473973820146664
802,VUELTA,2,104-C 104-D,-58.837883013342434,-27.476115731646424
803,VUELTA,3,104-C 104-D 108-A-B,-58.838440577543409,-27.479179233446366
804,VUELTA,2,104-C 104-D,-58.838907701044178,-27.481905615046273
805,VUELTA,2,104-C 104-D,-58.839259070344823,-27.48379229764625
806,VUELTA,1,104-C,-58.838219714342031,-27.486313574146063
807,VUELTA,1,104-C,-58.838237651641883,-27.487927090446028
808,VUELTA,1,104-C,-58.838251817041758,-27.489333070945968
809,VUELTA,1,104-C,-58.838279812641602,-27.491295274445886
810,VUELTA,1,104-C,-58.838194149541131,-27.493459900945812
811,VUELTA,1,104-C,-58.838271430741131,-27.494983563345745
812,VUELTA,1,104-C,-58.838279896441009,-27.4962600433457
813,VUELTA,2,104-C 103-A,-58.826337863711451,-27.506213218044184
814,VUELTA,2,104-C 103-A,-58.826407433511484,-27.507441669844152
815,VUELTA,2,104-C 103-A,-58.826446660811463,-27.508310705544133
816,VUELTA,2,104-C 103-A,-58.826528971054046,-27.509371509979086
817,VUELTA,1,104-C,-58.828492012816156,-27.509684164144282
818,VUELTA,1,104-C,-58.835518646034195,-27.498314028745352
819,VUELTA,1,104-C,-58.830912203521898,-27.509949283744476
820,IDA,1,104-C,-58.828478853216126,-27.509761529144267
821,IDA,1,104-C,-58.826448745813096,-27.50933972002613
822,IDA,2,104-C 103-A,-58.826301150911107,-27.508244656144111
823,IDA,2,104-C 103-A,-58.826225294711051,-27.507442927144137
824,IDA,2,104-C 103-A,-58.826068163665205,-27.505258621042227
825,VUELTA,1,104-C,-58.833137347428547,-27.498378234145147
826,VUELTA,1,104-C,-58.831053103323555,-27.498627176644931
827,IDA,2,104-C 110-B,-58.833890461430613,-27.495944380845309
828,IDA,2,104-C 110-B,-58.835196026633753,-27.495764002345432
829,IDA,1,104-C,-58.836028181935731,-27.495640620745512
830,IDA,1,104-C,-58.837071226038219,-27.495512293745598
831,IDA,2,104-C 110-B,-58.837988290040407,-27.495396455845697
832,VUELTA,2,104-C 103-A,-58.831228536523788,-27.500153353544896
833,IDA,2,104-C 104-A,-58.83799055314072,-27.492824049745799
834,IDA,1,104-C,-58.838025254240904,-27.492006227445831
835,IDA,2,104-C 104-A,-58.83802190144123,-27.489237349545913
836,IDA,1,104-C,-58.838015112141363,-27.487931197645985
837,IDA,1,104-C,-58.838027601141526,-27.486705260446033
838,VUELTA,2,104-C 103-A,-58.83139131312403,-27.501324221644847
839,IDA,3,104-C 104-A 104-D,-58.822927854008881,-27.459600113445614
840,IDA,3,104-C 104-A 104-D,-58.820494084603112,-27.459770433745394
841,IDA,2,104-C 104-A 104-D,-58.81919229119999,-27.459881996845276
843,IDA,1,104-C 104-D,-58.819473923200007,-27.465440372145089
844,VUELTA,1,104-C,-58.833150590828033,-27.502819720744963
846,IDA,1,104-C,-58.811980669381967,-27.467490753244277
847,IDA,1,104-C,-58.808779285274419,-27.467035532143996
848,IDA,1,104-C,-58.807860293372435,-27.465346494843963
849,IDA,1,104-C,-58.807105083870638,-27.46548286834388
850,IDA,1,104-C,-58.806471076769093,-27.465696523043828
851,IDA,1,104-C,-58.805911836167873,-27.465020522543799
852,VUELTA,1,104-C,-58.806726724769852,-27.464435381943893
853,VUELTA,1,104-C,-58.834455736931176,-27.502637498145095
854,VUELTA,1,104-C,-58.807471875971508,-27.465507594943922
855,VUELTA,1,104-C,-58.808266731873211,-27.466978702843935
857,VUELTA,2,104-C 104-D,-58.817928970796324,-27.465523604444911
858,IDA,1,106-A,-58.832983745634643,-27.467529574481976
859,IDA,1,106-C,-58.776200084791242,-27.514390686639025
860,IDA,1,106-C,-58.783119848807743,-27.514017691939699
861,VUELTA,1,106-C,-58.784939979114135,-27.497224297440546
862,VUELTA,1,106-C,-58.78504299271416,-27.499007798840449
863,VUELTA,1,106-C,-58.785247678814521,-27.500166010240445
864,VUELTA,1,106-C,-58.785466865514898,-27.501262614640435
865,VUELTA,1,106-C,-58.785732152815378,-27.502674462340391
866,VUELTA,1,106-C,-58.785747659315241,-27.503946080940352
867,VUELTA,1,106-C,-58.784959693826352,-27.510181395288342
868,VUELTA,1,106-C,-58.785062103412756,-27.510844890140017
869,VUELTA,1,106-C,-58.784886167312216,-27.511799002139991
870,VUELTA,1,106-C,-58.783469122708773,-27.512580866139807
871,VUELTA,1,106-C,-58.78328891180815,-27.513975698639726
872,VUELTA,1,106-C,-58.784657006011123,-27.51623604643979
873,VUELTA,1,106-C,-58.781350010003038,-27.51815290383939
874,VUELTA,1,106-C,-58.779156801197679,-27.519217657039142
875,VUELTA,1,106-C,-58.778428497596053,-27.518432105039071
876,IDA,1,106-C,-58.78349301120884,-27.512411384039819
877,VUELTA,1,106-C,-58.777755933694571,-27.517386965539053
878,VUELTA,1,106-C,-58.777114466693163,-27.516337048339025
879,VUELTA,1,106-C,-58.776452882991748,-27.515287131139004
880,VUELTA,1,106-C,-58.775772020990253,-27.514180803738995
881,IDA,1,106-C,-58.784912235012406,-27.510758053640004
882,IDA,1,106-C 106-A,-58.785484467514429,-27.505443759340274
883,IDA,1,106-C,-58.785561245814755,-27.50419795714032
884,IDA,1,106-C,-58.785553199114901,-27.502851991040366
885,IDA,1,106-C,-58.785285481114428,-27.501478700040391
886,IDA,1,106-C,-58.785097307414119,-27.500406822340434
887,IDA,1,106-C,-58.784797067613638,-27.498611921540462
888,IDA,1,106-C,-58.78480620391381,-27.497409369940492
889,IDA,1,106-C,-58.784669076013564,-27.49665935724051
890,IDA,1,106-C,-58.784567235913421,-27.49595661844052
891,IDA,1,106-C,-58.785544733415854,-27.494888680140686
892,IDA,1,106-C,-58.785373155915629,-27.493490159640707
893,IDA,1,106-C,-58.785084399315139,-27.491877565240728
894,IDA,1,106-C,-58.779045657097441,-27.519071644239116
895,IDA,2,106-C 110-B,-58.792646636133533,-27.488392537541621
896,IDA,2,106-C 106-A,-58.797828999245937,-27.487647889242151
897,IDA,1,106-C,-58.799677711850364,-27.487446220742338
898,IDA,1,106-C,-58.801585768254917,-27.487175988142525
899,IDA,1,106-C,-58.80402439926074,-27.486812213542798
900,IDA,1,106-C,-58.806505693966692,-27.486496383443047
901,IDA,1,106-C,-58.781065025301793,-27.522687848739189
902,IDA,1,106-C,-58.807095947668195,-27.485603207843116
903,IDA,1,106-C,-58.806589932167519,-27.481198350043247
904,IDA,1,106-C,-58.780395227400341,-27.521615384239166
905,IDA,1,106-C,-58.779753425098932,-27.520575860639152
906,VUELTA,5,106-C 106-B 106-A 102-A 102-B 108-A-B,-58.841343335598665,-27.462577022707723
907,VUELTA,1,106-C,-58.807849564570603,-27.480441380443391
908,VUELTA,1,106-C,-58.808093310271019,-27.481889354143366
909,VUELTA,1,106-C,-58.808246615271131,-27.483964294343284
910,VUELTA,1,106-C,-58.808298666971091,-27.485291568643255
911,VUELTA,1,106-C,-58.805941927165328,-27.486716408342986
912,VUELTA,1,106-C,-58.804056669560794,-27.487023269842794
913,VUELTA,1,106-C,-58.801596748554914,-27.487340441042523
914,VUELTA,1,106-C,-58.799625995550215,-27.487613104442342
915,VUELTA,1,106-C,-58.797846182145953,-27.487823406342159
916,VUELTA,2,106-C 110-B,-58.792388808832904,-27.488656148441578
