gid,tipo_recorrido,cantidad_paradas,linea_ramal,lng,lat
113,IDA,5,109-A 109-B-YECOHA 103-C-ESPERANZA-PUERTO 103-B 103-D 110-B,-58.823108093192303,-27.486369843247811
114,IDA,2,109-A 109-B-YECOHA,-58.826682083084336,-27.50960012786873
115,IDA,5,109-A 109-B-YECOHA 103-D 103-B 103-C-ESPERANZA-PUERTO,-58.824268204209062,-27.484855039144794
116,IDA,5,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO,-58.826366865114373,-27.482156653045106
117,IDA,5,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO,-58.828411881819569,-27.479529596945383
118,IDA,5,109-A 109-B-YECOHA 103-D 103-C-ESPERANZA-PUERTO 103-B,-58.82979891912305,-27.477823460545601
119,IDA,7,109-A 109-B-YECOHA 102-C 102-A 106-C 102-A 106-A,-58.831124433326359,-27.476223522945762
120,IDA,4,109-A 109-B-YECOHA 106-A 106-C,-58.833783799338391,-27.474781926526674
121,IDA,4,109-A 109-B-YECOHA 106-A 106-C,-58.833492237132461,-27.472215045346161
122,IDA,2,109-A 109-B-YECOHA 103-A,-58.823937319006212,-27.509319480736597
130,IDA,2,109-A 109-B-YECOHA 103-A,-58.822106964648,-27.509118661865386
176,VUELTA,3,109-A 109-B-YECOHA 110-A 105-A 105-C-250VIV 105-C-PERICHON,-58.785957709389095,-27.465621182990997
181,IDA,5,109-A 109-B-YECOHA 103-B 103-D 103-C-ESPERANZA-PUERTO,-58.810492127173632,-27.507465306742613
191,IDA,1,102-C,-58.718044764155579,-27.493856951733875
192,IDA,1,102-C,-58.749114551429713,-27.491470288637167
193,IDA,1,102-C,-58.753053123939161,-27.49079319843759
194,IDA,1,102-C,-58.75683453574824,-27.490120802137987
195,IDA,1,102-C,-58.763285918963831,-27.488063715538726
196,IDA,1,102-C,-58.766223356970912,-27.48711127983908
197,IDA,1,102-C,-58.770149440380386,-27.485946195339494
198,IDA,1,102-C,-58.774877001391715,-27.485186375739971
199,IDA,1,102-C,-58.779374060102484,-27.484501741940463
200,IDA,2,102-C 102-A,-58.78518188081636,-27.483929257941046
201,IDA,1,102-C,-58.71795843055552,-27.492857493533933
202,IDA,2,102-C 102-A,-58.792401633133615,-27.48308000354179
203,IDA,4,102-C 102-A 106-B 106-A,-58.798573312248486,-27.481278732542453
211,IDA,1,102-C,-58.718527310256967,-27.491916122034027
323,IDA,1,103-D,-58.743343275806467,-27.566472731633734
397,VUELTA,1,108-C,-58.830152048725139,-27.467001753046031
398,VUELTA,1,108-C,-58.827396917218586,-27.467211132945749
399,VUELTA,1,108-C,-58.824503065111706,-27.467417830745482
400,VUELTA,2,108-C 102-A,-58.819078548798167,-27.472873108544764
472,IDA,2,108-A-B 110-A,-58.814503119286691,-27.478085227444112
473,IDA,2,108-A-B 110-A,-58.813819910385398,-27.475317774444154
474,IDA,2,108-A-B 110-A,-58.813246537390413,-27.473380755187367
477,IDA,4,108-A-B 105-C-PERICHON 105-C-250VIV 105-B 109-A 109-B-YECOHA 104-C,-58.813216693082722,-27.467434764000316
478,IDA,2,108-A-B 108-C,-58.797724141643165,-27.508358147141355
479,IDA,4,108-A-B 105-C-250VIV 105-B 105-C-PERICHON 104-C,-58.816115382516251,-27.467219815068798
480,IDA,3,108-A-B 105-C-PERICHON 105-C-250VIV 109-A 109-B-YECOHA,-58.818469666908953,-27.466759492066664
481,IDA,3,108-A-B 105-C-PERICHON 105-C-250VIV 109-A 109-B-YECOHA,-58.820872533666353,-27.466627485543466
482,IDA,1,108-A-B,-58.823711897210082,-27.465179108245476
543,VUELTA,1,103-B 103-C-ESPERANZA-MONTAÃ‘A,-58.796430478738067,-27.524967307340596
544,VUELTA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.791339729825175,-27.531254908139868
545,VUELTA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.791257922424855,-27.532466260839808
546,VUELTA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.791053571624168,-27.534051781639732
547,VUELTA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.790916527523699,-27.535155259139678
548,VUELTA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.790779231923217,-27.536447748639613
549,VUELTA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.790643361322694,-27.538195543139544
550,IDA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.787055068513055,-27.547060243938844
613,VUELTA,1,105-B 108-A-B,-58.812594057083011,-27.470993466744201
614,VUELTA,1,105-B 108-A-B,-58.812055855082029,-27.468611832844246
615,IDA,1,105-B,-58.783488233516408,-27.450710015442144
616,VUELTA,1,105-B,-58.789037891627771,-27.46537809454215
617,VUELTA,1,105-B,-58.787846320225171,-27.463510103642086
770,VUELTA,1,106-B,-58.7909410865281,-27.499669298641013
845,IDA,1,104-C,-58.819480125799878,-27.466626914345021
929,IDA,1,104-A,-58.845842720060354,-27.484442817146846
930,IDA,1,104-A 104-B,-58.841089699469997,-27.493367086024875
932,IDA,1,104-A,-58.838024760652452,-27.491428063715102
933,IDA,1,104-A,-58.840231119646525,-27.488742230546162
934,IDA,1,104-A,-58.842314609351497,-27.488469148146372
935,IDA,1,104-A,-58.844763885257379,-27.487934718046628
1005,VUELTA,2,109-B-YECOHA 109-A 103-A,-58.815902939002569,-27.508296305705766
1007,IDA,1,103-A,-58.826173829811019,-27.506508261044157
1008,IDA,2,103-A 104-C,-58.826111405905657,-27.505856678142472
1009,IDA,2,103-A 104-C,-58.825996384910908,-27.503993522444226
1010,IDA,2,103-A 104-C,-58.827904106115504,-27.503526650444435
1011,IDA,2,103-A 104-C,-58.828778003317609,-27.503406789244504
1012,IDA,2,103-A 104-C,-58.830373582421409,-27.503203109044691
1083,VUELTA,1,106-A,-58.779687040402479,-27.490628661740246
1084,VUELTA,1,106-A,-58.778119205398248,-27.494596654639953
1085,VUELTA,1,106-A,-58.777311106096128,-27.496331792439829
1086,VUELTA,1,106-A,-58.775543781791399,-27.50045920923948
1087,VUELTA,1,106-A,-58.778705519498786,-27.501648852739734
1088,IDA,1,106-A,-58.779570448100579,-27.50376838453975
1089,VUELTA,1,106-A,-58.779653009900812,-27.503470491739758
1090,VUELTA,1,106-A,-58.779887032601202,-27.504729285939742
1091,VUELTA,1,106-A,-58.780140669001653,-27.50611238373973
1092,VUELTA,1,106-A,-58.781165524304079,-27.506053961939827
1093,VUELTA,1,106-A,-58.782736209107846,-27.505822872839978
1094,VUELTA,1,106-A,-58.783914704710682,-27.505635788740097
1096,VUELTA,1,106-A,-58.787339801818845,-27.505186434940466
1097,IDA,1,102-B,-58.801255018353764,-27.490242675042396
1098,IDA,1,102-B,-58.802371571756503,-27.48958293544252
1099,IDA,3,102-B 108-A-B 110-B,-58.807879907069605,-27.489399287943044
1101,VUELTA,1,102-B,-58.830774684608862,-27.470323454945419
1102,IDA,1,102-B 108-A-B 110-B,-58.805677149201713,-27.491003390365957
1104,IDA,1,102-B,-58.802917736557397,-27.492728244642468
1105,IDA,1,102-B,-58.801130379453149,-27.492817428042258
1106,IDA,1,102-B,-58.79962207038411,-27.492717328981072
1107,IDA,1,103-B,-58.791039322425597,-27.522186108040191
1108,IDA,1,103-B,-58.789070161921082,-27.520715670740042
1109,IDA,1,103-B,-58.788978380020723,-27.521762235240008
1110,IDA,1,103-B,-58.789729482422381,-27.522908041340038
1112,IDA,1,103-B 103-C-ESPERANZA-MONTAÃ‘A,-58.792121677628046,-27.523111553940254
1114,IDA,1,103-B 103-C-ESPERANZA-MONTAÃ‘A,-58.794198629332911,-27.523769198140425
1163,IDA,1,103-B,-58.790598841073567,-27.517740710377868
1164,IDA,1,103-B,-58.788821355140684,-27.522814904168992
1165,VUELTA,1,103-B,-58.796350223220117,-27.525052138773422
1166,VUELTA,1,103-B 103-C-ESPERANZA-MONTAÃ‘A,-58.794922719711565,-27.524325330999698
1168,IDA,1,103-B 103-C-ESPERANZA-MONTAÃ‘A,-58.794106280661836,-27.523909840376309
1170,VUELTA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.790554887646451,-27.539185015573239
1171,VUELTA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.790050381227381,-27.543340668706698
1172,VUELTA,2,103-C-ESPERANZA-MONTAÃ‘A 103-C-ESPERANZA-PUERTO,-58.790573695111021,-27.546113433743383
1173,IDA,1,103-D,-58.787575251534022,-27.531893579647164
1174,VUELTA,1,103-D,-58.787771034315966,-27.532067557299118
1179,IDA,2,104-A 110-A 104-B 110-B,-58.851777226335237,-27.488258021153523
1180,IDA,1,104-A 104-B 110-B,-58.851673219008113,-27.490167132170608
1181,IDA,1,104-A,-58.849732726458342,-27.491840754784423
1182,IDA,1,104-A 104-B 110-B,-58.84755297590371,-27.492247509822491
1189,IDA,3,104-A 104-D 104-C 108-A-B,-58.827438123471666,-27.462727072309814
1239,VUELTA,2,109-A 109-B-YECOHA,-58.814214563704581,-27.467464811942619
1240,VUELTA,2,109-A 109-B-YECOHA 103-A,-58.813136047291884,-27.507928537873838
1241,IDA,1,103-A,-58.831204827442811,-27.501066313016445
1302,VUELTA,1,110-B 104-A,-58.839797220134656,-27.493276378460308
1303,VUELTA,1,110-B,-58.837827443277277,-27.492988698148952
1304,VUELTA,1,110-B,-58.833796610739974,-27.493525347594311
1306,VUELTA,1,110-B 104-D,-58.824977035547469,-27.494754133992199
1307,VUELTA,1,110-B,-58.821492463596847,-27.501107735146366
1308,VUELTA,1,110-B,-58.817463865681248,-27.499273721284734
1311,VUELTA,1,110-B,-58.8200119347323,-27.490656155679602
1242,IDA,2,101-B 101-C 104-B,-58.839454911880125,-27.469479072053314
1249,IDA,2,101-B 101-C 110-A,-58.813691149428358,-27.474150009158517
1381,IDA,1,110-A,-58.829855508751571,-27.491719045646466
1382,VUELTA,1,110-A,-58.828036421527052,-27.491861253421412
1383,IDA,1,110-A,-58.826459564602537,-27.492264618667598
1384,VUELTA,1,110-A,-58.826055536362752,-27.490604757389008
1385,IDA,1,110-A,-58.825611154511755,-27.48899028463892
1386,VUELTA,1,110-A,-58.825805286852123,-27.488951273514022
1387,VUELTA,1,110-A,-58.825177948487223,-27.484713382923175
1388,IDA,1,110-A,-58.82495228467689,-27.484503150849317
1389,IDA,1,110-A,-58.824912680826102,-27.482866686231208
1390,IDA,1,110-A,-58.819240432963468,-27.48265608737875
1391,VUELTA,1,110-A,-58.819219054789961,-27.482523796265323
1392,VUELTA,1,110-A,-58.817918189839844,-27.482700757099543
18,IDA,3,105-A 101-B 101-C,-58.811027250839977,-27.471522669583813
19,IDA,3,105-A 101-B 101-C,-58.813077357584049,-27.471979178644204
29,IDA,4,105-A 105-B 101-B 101-C,-58.830552871325715,-27.470332637545955
30,IDA,4,105-A 105-B 101-B 101-C,-58.833145645431905,-27.470113283146208
31,IDA,4,105-A 105-B 101-B 101-C,-58.837448244042157,-27.469656804646611
35,VUELTA,11,105-A 105-C-250VIV 105-C-PERICHON 103-A 103-B 103-C-ESPERANZA-PUERTO 103-D 105-B 101-B 101-C 110-A,-58.838963169683225,-27.46277160833246
84,VUELTA,9,109-A 109-B-YECOHA 102-A 102-B 102-C 106-A 106-B 106-C 101-B 101-C,-58.830591794858272,-27.468611045668496
961,IDA,1,101-B 101-C,-58.84047645822762,-27.466333430537901
1452,IDA,1,101-B 101-C,-58.789657339357433,-27.476450834581041
